#taxa	84B.R1.48H	84B.R2.48H	73B.R1.48H	73B.R2.48H	66A.R1.48H	66A.R2.48H	67A.R2.48H	92A.R1.48H	92A.R2.48H	92B.R1.48H	92B.R2.48H	66B.R1.48H	66B.R2.48H	276B.R1.48H	276B.R2.48H	116A.R1.48H	116A.R2.48H	176A.R1.48H	176A.R2.48H	276A.R1.48H	276A.R2.48H	84A.R1.48H	84A.R2.48H	73A.R1.48H	73A.R2.48H	67B.R1.48H	67B.R2.48H	176B.R1.48H	176B.R2.48H	84B.S1.48H	84B.S2.48H	73B.S1.48H	73B.S2.48H	66A.S1.48H	66A.S2.48H	67A.S1.48H	67A.S2.48H	92A.S1.48H	92A.S2.48H	92B.S1.48H	92B.S2.48H	66B.S1.48H	66B.S2.48H	276B.S1.48H	276B.S2.48H	116A.S1.48H	116A.S2.48H	176A.S1.48H	176A.S2.48H	276A.S1.48H	276A.S2.48H	84A.S1.48H	84A.S2.48H	73A.S1.48H	73A.S2.48H	67B.S1.48H	67B.S2.48H	176B.S1.48H	176B.S2.48H
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30399	0	0	0	0	77	0	0	0	0	0	0	11	0	0	0	37	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	12	64	0	0	0	27	11	27	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30424	0	0	0	0	14	0	0	62	0	37	0	0	0	0	0	35	21	14	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	35	13	11	20	0	0	48	0	0	0	0	21	0	0	0	0	0	0	0	12	16	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30425	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30430	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30441	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	22	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	14	0	0	0	0	0	0	0	19	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__NA;s__sp30444	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__baratii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum	569	0	0	0	0	0	451	2458	173	0	0	0	0	0	0	0	0	0	0	1775	181	289	1613	0	0	0	0	0	0	129	1309	0	0	0	13	207	41	0	0	0	13	0	0	583	3972	0	0	0	0	1673	1603	103	1614	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__celatum	265	1237	10880	11163	1031	3935	1326	538	465	4051	1741	5657	4410	809	96	0	0	0	0	129	192	446	1022	149	263	0	0	12	12	356	214	10064	2967	3547	612	3665	4821	277	376	2088	3103	2606	5573	256	144	0	0	0	0	172	113	747	379	62	421	0	0	42	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__celatum-quinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__celatum-sp30555	0	0	88	0	504	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	221	109	390	232	0	0	0	0	67	0	56	0	0	258	69	63	0	0	0	0	115	0	0	0	0	0	0	0	0	0	238	67	323	124	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__paraputrificum	175	3804	0	0	166	0	29	242	0	799	0	83	0	4458	0	0	0	35	0	56	0	515	113	244	570	15	0	147	36	4721	282	0	0	32	72	637	1988	36	0	277	3134	1054	0	1303	158	0	0	0	0	62	0	471	358	471	323	0	0	24	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	11133	3897	289	27943	32	0	2124	0	80	0	0	219	253	0	0	222	307	0	0	0	0	2242	9306	648	5136	0	0	0	0	1288	11813	2135	12133	12	46	349	75	0	0	0	0	0	179	0	0	631	779	0	0	0	0	1907	6274	817	8999	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__sartagoforme	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__sartagoforme-tertium	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__subterminale-sulfidigenes-thiosulfatireducens	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	66	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__tertium	0	1801	2024	0	14421	6717	40	243	0	517	151	0	0	0	0	937	17	30	0	0	0	11909	4095	7479	6256	25	0	0	0	5317	0	981	41	6064	7117	990	3927	105	0	89	379	28	0	0	0	202	76	0	0	0	0	10759	4685	7602	3611	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae;g__NA;s__sp31142	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__stercorihominis	0	0	0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__callanderi-limosum	17	246	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	90	17	29	0	0	0	0	120	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	66	73	13	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__NA	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__lactolyticus	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__prevotii-tetradius	0	61	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__sp31224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__sp31228	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__vaginalis	18	300	15	0	0	0	0	0	0	38	0	0	0	73	0	0	0	0	0	0	0	90	0	40	0	0	0	16	0	164	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	37	26	65	14	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Ezakiella;s__sp31234	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Finegoldia;s__magna	20	348	0	0	0	0	0	0	0	53	0	0	0	18	0	0	0	0	0	0	0	31	15	0	0	0	0	0	0	154	0	0	0	0	0	0	11	0	0	0	47	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Gallicola;s__sp31243	0	48	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Murdochiella;s__sp31269	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Murdochiella;s__sp31271	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__NA;s__sp31397	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Parvimonas-Tissierella;s__praeacuta-sp31283	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Parvimonas;s__sp31282	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__duerdenii	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__gorbachii-rhinitidis	0	0	30	0	0	0	0	30	0	55	0	0	0	43	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__grossensis	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	41	0	0	0	361	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	42	0	0	17	29	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__harei	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__koenoeneniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__lacrimalis	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__obesi	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	22	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__sp31310-sp31313	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__sp31311	0	14	0	0	0	0	0	0	0	13	0	0	0	17	0	0	0	0	0	0	0	24	0	20	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	12	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__sp31312	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__Mogibacterium;s__sp31608	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18	0	61	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31533	12	108	0	0	12	0	11	0	0	0	0	0	0	379	0	14	39	74	0	36	0	178	16	0	0	319	0	335	0	196	11	0	0	0	0	54	112	0	0	0	0	0	0	141	16	0	0	30	0	42	12	17	0	0	0	33	137	241	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31533-sp31552	0	12	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	12	0	0	0	0	0	93	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	42	58	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31542	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31552	0	0	0	0	0	0	37	82	11	0	13	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	29	118	12	0	11	14	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	19	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31629	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31685	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	20	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__hadrus	0	59	0	0	332	207	217	836	13	546	117	0	0	156	0	69	109	177	2274	33	0	88	45	42	1544	0	19	786	0	239	0	68	355	146	158	155	78	241	1187	73	730	17	0	106	36	31	23	1164	2715	30	62	28	0	612	224	26	60	346	1499
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Lachnoclostridium;s__sp32052-sp32410	30	45	0	0	17	0	15	43	11	11	0	14	0	114	0	30	22	18	0	18	0	20	22	0	0	48	0	50	0	34	28	0	0	36	11	132	11	90	0	0	59	0	0	125	0	19	0	14	0	0	0	100	108	0	0	20	17	27	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__coccoides-producta	0	537	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	25	22	0	0	0	0	0	115	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	29	37	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__hansenii-producta	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	0	0	0	0	0	39	0	0	0	424	68	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	2308	0	0	0	0	0	382	0	0	0	779	88	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__hydrogenotrophica	0	329	0	0	41	0	0	0	0	0	0	0	0	102	0	0	62	0	0	0	0	228	13	49	29	0	0	0	0	221	0	0	0	0	118	0	0	0	0	0	0	0	0	42	0	0	0	0	0	12	0	262	19	78	11	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__luti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31989	0	13	3158	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	41	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	25	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32002	29	123	0	0	44	0	0	416	95	232	194	83	70	607	65	204	175	64	0	167	45	80	63	0	40	180	0	323	0	129	0	0	0	30	167	0	0	359	24	141	197	89	48	518	178	184	44	22	0	129	16	31	0	29	11	70	111	72	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32009	161	41	1769	150	312	157	420	43	62	0	126	105	44	112	63	333	302	498	144	102	29	48	148	1660	2547	452	284	1007	72	45	407	2184	794	280	410	54	78	42	23	106	0	318	15	94	57	482	547	350	502	122	0	99	289	3950	2907	234	135	474	175
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32020	84	0	0	0	50	22	61	0	0	0	0	23	0	49	0	0	0	0	0	64	0	0	39	0	0	112	23	0	0	0	123	0	0	34	70	0	0	0	0	0	0	73	0	59	20	0	0	0	25	84	0	16	0	0	0	40	31	0	30
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32032	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32048	370	529	312	0	57	0	611	433	31	76	75	0	0	347	0	83	294	4197	65	49	13	311	452	314	302	474	0	5123	0	307	340	856	62	105	140	766	347	450	0	58	199	0	0	1202	16	175	0	2000	184	263	0	489	785	630	360	450	424	4147	208
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32048-sp32049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32054-wexlerae	0	112	0	0	0	0	165	154	62	79	164	33	33	265	0	242	134	148	0	37	0	53	61	0	0	322	0	428	0	143	0	0	0	0	0	169	629	94	36	139	69	0	0	166	37	133	75	157	70	46	0	0	48	0	0	143	197	579	349
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32056	375	887	199	196	689	0	183	1432	200	544	313	57	48	2449	260	530	300	178	0	715	182	587	425	394	497	205	0	445	11	719	89	162	51	265	429	35	65	778	68	285	440	301	45	2112	768	342	145	130	11	802	91	270	199	506	398	94	110	201	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__wexlerae	2377	2016	187	515	3579	141	2166	2189	1900	1549	1513	425	302	2660	335	427	537	588	69	644	251	262	1807	421	1333	4484	703	1284	59	640	1801	1859	1592	2828	2435	3622	431	2212	1258	1283	2639	396	193	2878	973	529	512	1402	222	738	177	334	830	1355	872	2912	2884	1783	773
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__comes-sp32193	238	630	244	0	35	0	0	119	78	77	80	75	0	0	0	2359	297	224	176	0	0	314	539	15	94	235	92	635	12	0	23	181	0	52	62	150	166	55	29	66	95	471	0	0	0	903	55	259	374	0	22	232	122	42	26	109	120	189	105
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	12	0	0	0	0	13	0	0	0	0	0	0	0	12	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	493	574	0	0	102	11	319	73	0	1003	24	172	0	269	14	87	0	51	142	1492	0	16	151	0	120	14	111	363	0	28	197	0	0	385	52	106	109	145	0	13	321	351	0	313	37	102	0	82	156	726	0	97	34	0	0	0	0	245	119
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__longicatena	41	0	0	320	555	160	882	352	821	1460	136	253	0	33	0	177	246	75	364	0	0	77	1071	150	1068	255	1806	395	0	0	0	543	573	735	411	67	35	209	693	73	1473	447	0	117	89	187	112	196	427	0	0	79	388	119	520	228	134	162	101
