sample_key,Acetanaerobacterium,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Afipia,Akkermansia,Alistipes,Alkaliphilus,Alloprevotella,Alloscardovia,Anaerococcus,Anaerofilum,Anaerofustis,Anaerostipes,Anaerotruncus,Asaccharospora,Atopobium,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Buttiauxella,Butyricicoccus,Butyricimonas,Carnobacterium,Catabacter,Catenibacterium,Cellulosilyticum,Christensenella,Citrobacter,Cloacibacterium,Clostridium,Collinsella,Coprobacillus,Coprococcus,Corynebacterium,Denitrobacterium,Desulfovibrio,Dialister,Dielma,Dorea,Eggerthella,Eisenbergiella,Enterobacter,Enterococcus,Enterorhabdus,Epulopiscium,Erysipelatoclostridium,Escherichia,Eubacterium,Ezakiella,Faecalibacterium,Faecalitalea,Fastidiosipila,Finegoldia,Flavonifractor,Fusicatenibacter,Fusobacterium,Gallicola,Gardnerella,Gemella,Gordonibacter,Granulicatella,Hafnia,Holdemanella,Holdemania,Howardella,Hungatella,Hydrogenoanaerobacterium,Intestinibacter,Intestinimonas,Klebsiella,Kluyvera,Kocuria,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Lactonifactor,Leuconostoc,Lysinibacillus,Marvinbryantia,Megasphaera,Methanobacterium,Methanobrevibacter,Micrococcus,Mitsuokella,Mobiluncus,Mogibacterium,Murdochiella,Negativicoccus,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Other,Oxalobacter,Paenibacillus,Paeniclostridium,Pantoea,Parabacteroides,Paraclostridium,Paraprevotella,Parasutterella,Parvimonas,Pediococcus,Peptoclostridium,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Propionibacterium,Pseudoflavonifractor,Pseudomonas,Rhodococcus,Robinsoniella,Romboutsia,Roseburia,Rothia,Ruminiclostridium,Ruminococcus,Sarcina,Selenomonas,Senegalimassilia,Shuttleworthia,Slackia,Solobacterium,Staphylococcus,Streptococcus,Subdoligranulum,Succiniclasticum,Sutterella,Terrisporobacter,Thermus,Tissierella,Turicibacter,Tyzzerella,Varibaculum,Victivallis,Weissella,c__Chloroplast,c__Cyanobacteria,c__Mollicutes,f__Actinomycetaceae,f__Christensenellaceae,f__Coriobacteriaceae,f__Corynebacteriaceae,f__Defluviitaleaceae,f__Enterobacteriaceae,f__Erysipelotrichaceae,f__Family XI,f__Family XIII,f__Gemmatimonadaceae,f__Lachnospiraceae,f__Neisseriaceae,f__Peptococcaceae,f__Prevotellaceae,f__Rikenellaceae,f__Ruminococcaceae,g__*Soleaferrea,g__*Stoquefichus,o__Bacteroidales,o__Clostridiales,o__Lactobacillales
239__239A__SDC__1.0__48H,0,0,0,0,33,0,0,160,0,0,0,38,0,0,15,15,0,0,0,4018,0,7744,0,5650,0,0,0,0,12,0,0,0,0,0,0,14080,0,148,0,0,0,0,16,509,409,25,0,0,0,0,0,18306,407,0,0,0,0,423,0,16,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,437,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,31,0,0,0,0,697,302,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,169,29,0,0,0,0,0,0,0,293,688,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,206,0,64,0,1006,0,0,0,0,229,44,0,0,0,0
239__239A__SDC__2.0__0H,0,0,0,30,41,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,11136,0,6716,0,0,0,0,0,0,0,0,0,0,0,7990,0,748,0,0,0,11,0,1415,46,0,0,0,0,0,34,23,4987,0,931,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5155,0,0,41,0,48,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,22,0,0,0,0,0,0,0,875,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,804,0,62,0,1740,0,0,0,0,270,0,0,0,0,0
239__239A__SDC__2.0__48H,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27513,0,0,0,0,0,0,0,0,0,0,0,0,218,8498,0,59,0,0,0,0,0,0,36,0,0,0,0,0,0,12743,0,0,0,0,0,58,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,181,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,0,0,0,0,0,0
239__239B__No Added Carb__1.0__0H,0,0,0,71,360,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,2686,0,37462,0,0,0,0,0,0,0,0,0,0,286,0,0,44,0,0,0,0,0,570,32,0,0,0,0,0,50,0,2076,0,160,266,0,0,0,2940,0,0,0,0,38,0,0,0,0,0,0,0,796,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,63,11,37,1109,0,0,0,0,0,0,0,1812,540,0,0,223,0,0,771,0,0,0,0,0,0,0,0,302,21,0,0,0,0,0,103,0,5061,0,0,0,0,1233,0,0,0,0,0
239__239B__No Added Carb__1.0__48H,0,0,0,0,0,0,0,279,0,0,0,52,0,0,25,18,0,0,0,6723,13,5455,0,3463,0,0,0,3715,0,0,0,0,0,0,371,16694,0,143,0,0,0,0,65,411,258,0,0,18,0,0,0,12847,255,0,80,202,0,622,0,46,0,0,0,0,25,0,0,0,16,0,259,0,112,0,0,0,0,1141,0,0,18,0,13,0,0,0,0,0,0,0,0,0,0,1061,0,0,0,0,11,0,15,0,0,1126,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,53,0,190,0,0,0,0,0,0,0,0,225,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,950,0,0,20,0,198,0,0,0,0,0
239__239B__RDC__1.0__0H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239__239B__RDC__1.0__48H,0,0,0,0,0,0,305,249,0,0,0,43,0,0,21,19,0,0,0,5777,45,4155,0,2001,0,0,0,341,0,0,0,0,0,0,1517,8814,0,369,0,0,0,0,42,862,190,0,0,0,0,0,0,13082,868,0,21,19,0,205,0,41,0,0,0,0,0,0,0,0,16,0,377,0,0,0,0,0,0,230,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,40,0,0,0,0,810,0,0,13,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,107,0,182,0,0,0,0,0,0,24,0,112,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,803,0,0,0,0,107,0,0,0,0,0
239__239B__RDC__2.0__0H,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,0,0,6240,0,27809,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,58,0,1930,392,0,0,0,0,0,155,0,3564,0,229,69,0,0,0,5578,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,145,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,25,0,0,0,0,0,0,0,0,0,0,603,4463,0,0,41,0,0,205,0,0,0,0,0,0,0,0,154,0,0,0,0,191,0,0,0,2320,0,0,0,0,119,0,0,0,0,0
239__239B__RDC__2.0__48H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,15881,0,629,0,0,0,190,0,0,0,0,0,0,18,14203,0,52,0,0,0,0,0,314,31,0,0,0,0,0,0,25640,12,0,472,0,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,141,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239__239B__SDC__1.0__0H,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,4106,0,21919,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,49,0,1501,312,0,0,0,0,0,141,0,2812,0,185,48,0,0,0,4369,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,128,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,25,0,0,0,0,0,0,0,0,0,0,496,3343,0,0,27,0,0,180,0,0,0,0,0,0,0,0,122,0,0,0,0,149,0,0,0,1930,0,0,0,0,101,0,0,0,0,0
239__239B__SDC__1.0__48H,13,0,0,0,0,0,0,452,0,0,0,40,0,0,25,15,0,0,0,7902,120,7795,0,4170,0,0,0,817,12,0,0,0,0,0,1351,12587,0,287,0,0,0,0,26,882,209,0,0,11,0,0,0,13878,538,0,122,16,0,288,0,351,0,0,0,0,14,0,0,0,30,0,248,0,390,0,0,0,0,438,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,13,0,14,0,0,2918,0,0,111,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,44,0,254,0,0,0,0,0,0,0,0,210,681,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,268,0,0,0,1132,0,0,0,0,275,0,0,0,0,0
239__239B__SDC__2.0__0H,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,4228,0,23183,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,46,0,1599,251,0,0,0,0,0,131,11,2970,0,191,38,0,0,0,4701,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,144,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,29,0,0,0,0,0,0,0,0,0,0,461,3630,0,0,32,0,0,159,0,0,0,0,0,0,0,0,106,0,0,0,0,146,0,0,0,1940,0,0,0,0,111,0,0,0,11,0
239__239B__SDC__2.0__48H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,1444,0,11544,0,3394,0,0,0,113,0,0,0,0,0,0,17,13429,0,276,0,0,0,0,0,971,27,0,0,0,0,0,0,11654,330,0,754,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,12,0,0,0,0,481,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,119,0,0,0,0,0,0,0,0,119,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,1682,0,0,0,0,12,0,0,0,0,0
276__276A__No Added Carb__1.0__48H,0,0,0,0,0,0,3605,71,0,0,0,0,0,0,32,0,0,0,0,14934,99,477,12,1869,0,0,0,0,0,0,0,0,0,0,3256,1516,0,14,0,0,0,41,244,112,816,19,0,0,0,0,39,16613,358,0,91,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,51,0,190,39,0,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,123,0,0,0,0,0,0,0,0,1817,57,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,30,0,0,49,0,0,0,0,0,0,0,75,133,0,0,537,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,61,0,282,0,0,0,0,334,0,0,0,21,0
276__276A__RDC__1.0__48H,11,0,0,0,0,0,824,40,0,0,0,0,0,0,33,14,0,0,0,11221,13,464,0,1835,0,0,0,0,0,47,0,0,0,0,1960,890,0,0,0,0,0,219,70,1492,456,16,0,0,0,0,0,29389,695,0,324,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,36,0,165,16,0,0,0,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,300,0,0,0,0,0,0,0,0,0,1424,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,63,0,0,36,0,0,0,0,0,0,0,75,76,0,0,108,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,48,0,248,0,0,0,0,83,0,12,0,11,0
276__276A__RDC__2.0__48H,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,4527,0,520,0,0,0,0,0,0,0,0,0,0,373,1202,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,40944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,29,0,7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,14,0,0,40,0,0,0,0,38,28,0,0,116,0,0,151,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,18,0
276__276A__SDC__1.0__48H,0,0,0,0,0,0,1047,39,0,0,0,0,0,0,30,46,0,0,0,12084,11,535,0,2578,0,0,0,0,0,0,0,0,0,0,1907,908,0,13,0,0,0,402,81,726,430,13,0,0,0,0,0,27969,504,0,208,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,39,0,191,19,0,0,0,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,440,12,0,0,0,0,0,0,0,0,4282,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,54,0,13,37,0,0,0,0,0,0,0,60,41,0,0,141,0,0,153,16,0,0,0,0,0,0,0,11,0,0,0,0,51,0,42,0,388,0,0,0,0,143,0,12,0,0,0
276__276A__SDC__2.0__48H,0,0,0,0,0,0,79,0,0,0,0,0,0,0,62,0,0,0,0,1490,0,5689,0,284,0,0,0,0,0,542,0,0,0,0,1716,3600,0,22,0,0,0,0,0,0,81,0,0,0,0,0,0,34223,228,0,20,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,152,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,11,0,0,22,0,44,89,0,39,14,0,0,106,0,0,128,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,12,0,18,0,0,0,0,11,0,0,0,0,0
276__276B__No Added Carb__1.0__48H,0,0,0,11,0,0,673,68,0,0,0,97,0,14,206,204,0,0,0,1710,55,1089,68,7607,0,0,0,0,11,0,0,61,0,0,5455,2422,0,266,0,0,0,0,514,278,1148,23,0,0,0,0,84,82,1006,0,0,0,0,29,1339,0,0,15,0,0,0,0,0,0,36,0,353,204,216,160,0,0,0,3821,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,373,0,0,0,13,0,0,0,0,0,1067,3155,0,310,0,0,0,0,211,0,0,0,0,0,0,0,0,0,549,0,0,60,2297,0,0,0,0,0,0,0,219,235,0,0,187,0,0,195,0,0,0,0,0,0,0,0,61,62,0,0,0,103,0,669,0,739,0,0,0,0,2365,25,0,0,19,0
276__276B__RDC__1.0__48H,0,0,0,27,0,0,628,93,0,0,0,86,0,15,156,200,0,0,0,2074,54,1028,92,10108,0,0,0,0,12,0,0,69,0,0,5354,2941,0,254,0,0,0,0,560,302,1012,17,0,0,0,0,90,187,1197,0,0,11,0,18,1773,0,0,16,0,0,16,0,0,0,20,0,202,233,282,152,0,0,0,4791,0,0,0,16,0,0,38,0,0,0,0,0,0,0,0,528,21,0,0,0,0,0,0,0,0,1181,4479,0,406,0,0,0,0,211,0,0,0,0,0,0,0,0,0,707,0,0,85,2538,0,0,0,0,0,0,0,272,269,0,0,202,0,0,240,17,0,0,0,0,0,0,0,117,76,0,0,0,107,0,696,0,891,0,0,0,0,2716,36,24,0,21,0
276__276B__RDC__2.0__48H,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,12917,0,723,0,0,0,0,0,0,0,0,0,0,96,340,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,39047,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,22,0,0,0,0,0,0,0,27,24,0,0,97,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
276__276B__SDC__1.0__48H,20,0,0,21,0,0,389,55,0,0,0,0,0,0,106,95,0,0,0,3501,47,361,63,9504,0,0,0,0,12,0,0,0,0,0,2142,1258,0,90,0,0,0,0,294,430,1010,19,0,0,0,0,47,13724,728,0,11,0,0,0,1786,0,0,0,0,0,0,0,0,0,0,0,75,411,238,230,0,0,0,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,35,0,0,0,0,0,0,0,0,948,450,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,19,0,99,1448,0,0,0,0,0,0,0,146,176,0,0,190,0,0,186,83,0,0,0,0,0,0,0,33,18,0,0,0,92,0,179,0,848,0,0,0,0,1669,25,49,0,0,0
276__276B__SDC__2.0__48H,0,0,0,0,0,0,170,0,0,0,0,0,0,0,36,0,0,0,0,3870,0,1467,0,2049,0,0,0,0,0,0,0,0,0,0,4274,2655,0,12,0,0,0,0,11,126,58,0,0,0,0,0,0,53410,132,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,61,0,0,0,0,0,0,0,36,97,0,0,131,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,52,0,0,0,0,45,0,0,0,12,0
41__41A__No Added Carb__1.0__48H,21,0,0,14,0,0,862,297,0,0,0,21,24,0,42,1011,0,0,0,7145,0,202,25,4373,0,19,170,0,16,0,0,0,0,0,14306,3907,0,412,0,0,0,149,15,22,791,0,0,0,0,0,20,970,98,0,565,0,0,0,111,84,0,0,0,0,42,0,0,0,14,0,18,0,43,0,0,0,0,2885,0,0,0,19,0,0,0,0,0,256,0,0,0,13,0,263,0,0,0,16,0,0,0,0,0,2158,10053,0,263,0,0,0,1118,1911,0,0,0,0,0,0,0,0,206,19,0,0,105,85,0,0,0,0,0,11,0,144,3507,0,11,0,0,0,31,0,0,0,0,0,0,0,0,289,0,0,40,0,14,0,131,0,1803,0,21,14,0,689,18,0,0,0,0
41__41A__RDC__1.0__0H,0,0,0,97,0,0,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,2110,0,32786,0,0,0,0,0,5607,0,0,0,0,11,886,0,580,0,0,0,0,0,1718,177,0,0,0,0,0,16,0,4335,0,1561,523,0,0,0,2833,0,0,0,0,24,19,0,0,0,0,0,0,0,0,0,0,0,2508,0,0,58,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,469,0,207,0,0,0,0,0,0,0,0,1059,691,0,0,0,0,0,52,0,0,0,0,0,0,0,0,156,28,0,0,0,478,0,180,0,1863,0,0,0,0,2831,0,0,0,0,0
41__41A__RDC__1.0__48H,14,0,0,12,0,0,709,210,0,0,0,34,13,0,580,194,0,0,0,8154,20,1017,112,4518,0,32,136,0,0,0,0,0,0,0,8761,3742,0,245,0,0,0,80,0,197,271,13,0,0,0,0,39,418,398,0,580,0,0,0,109,30,0,0,0,0,17,0,0,54,22,0,91,0,38,21,0,0,0,2540,0,0,0,0,0,0,0,14,0,74,0,0,0,0,0,122,14,0,0,0,0,0,0,0,0,2170,28698,0,90,0,0,0,737,748,0,88,0,0,0,0,0,0,307,20,0,0,161,60,0,0,0,0,0,0,0,103,3217,0,253,0,0,0,33,0,0,0,0,0,0,0,0,201,0,0,20,0,13,0,153,0,2091,0,0,0,0,863,19,0,0,0,0
41__41A__RDC__2.0__0H,0,0,0,0,78,0,87,31,0,0,0,0,0,0,1008,67,0,0,0,228,0,5032,0,11619,0,0,0,0,0,0,0,0,0,0,0,1915,0,1139,0,0,0,221,0,1030,12,0,0,0,0,0,0,0,2906,0,4211,0,0,0,0,3770,0,0,0,0,21,0,0,74,0,0,0,0,20,0,0,0,0,1191,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,110,0,93,4706,0,0,17,0,0,0,0,82,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,13,0,21,0,594,0,126,0,1004,0,0,0,0,1008,0,0,0,42,0
41__41A__RDC__2.0__48H,0,0,0,0,0,0,58,52,0,0,0,0,0,0,2735,0,0,0,0,3551,0,6116,0,2381,0,0,0,0,0,0,0,0,0,0,3738,7391,0,668,0,0,0,23,0,1153,88,0,0,0,0,0,0,64,587,0,1396,0,0,0,31,365,0,0,0,0,14,0,0,202,0,0,0,0,21,11,0,0,0,1229,0,0,0,0,0,0,11,253,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,882,14650,0,70,0,0,0,76,12,0,176,0,0,0,0,0,0,0,17,19,0,207,21,0,0,0,0,0,22,0,777,2705,0,380,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,1408,0,0,12,0,155,0,0,0,0,0
41__41A__SDC__1.0__0H,0,0,0,0,67,0,88,27,0,0,0,0,0,0,907,81,0,0,0,241,0,4264,0,10176,0,0,0,0,0,0,0,0,0,0,0,1571,0,958,0,0,0,183,0,816,0,0,0,0,0,0,0,0,2364,0,3782,0,0,0,0,3229,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,105,0,109,3811,0,0,0,0,0,0,0,49,1456,0,0,0,0,0,0,11,0,0,0,0,0,0,0,420,17,0,20,0,438,0,90,0,797,0,0,0,0,875,0,0,0,37,0
41__41A__SDC__1.0__48H,24,0,0,0,0,0,438,179,0,0,0,42,0,0,338,40,0,0,0,7373,0,1805,46,8504,0,14,95,0,0,0,0,0,0,0,8315,3751,0,312,0,0,0,35,0,119,181,0,0,0,0,0,268,282,274,0,596,0,0,0,83,766,0,0,0,0,23,0,0,18,31,0,38,0,43,19,0,0,0,2860,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,61,14,0,0,0,0,0,0,0,0,4001,20687,0,144,0,0,0,688,385,0,107,0,0,0,0,0,0,379,20,11,0,144,63,0,0,0,0,0,0,0,69,3641,0,44,0,0,0,35,0,0,0,0,0,0,0,0,142,0,0,19,0,14,0,198,0,708,0,0,0,0,1308,12,0,0,25,0
41__41A__SDC__2.0__0H,0,0,0,0,56,0,80,12,0,0,0,0,0,0,738,63,0,0,0,152,0,4037,0,10223,0,0,0,0,0,0,0,0,0,0,0,1487,0,991,0,0,0,191,0,797,0,0,0,0,0,0,0,0,2337,0,3780,0,0,0,0,3240,0,0,0,0,14,0,0,51,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,95,0,91,4096,0,0,0,0,0,0,0,53,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,21,0,446,0,77,0,856,0,0,0,0,846,0,0,0,16,0
41__41A__SDC__2.0__48H,0,0,0,0,0,0,23,49,0,0,0,0,0,0,137,0,0,0,0,2527,0,4391,0,7647,0,0,0,0,0,0,0,0,0,0,6020,4235,0,243,0,0,0,170,0,341,147,0,0,0,0,0,0,156,353,0,1162,0,0,0,0,8622,0,0,0,0,13,0,0,189,13,0,20,0,36,0,0,0,0,307,0,0,0,0,0,0,49,21,0,0,0,0,0,0,0,134,0,0,0,0,11,0,0,0,0,4213,9812,0,35,0,0,0,150,0,0,83,0,0,0,0,0,0,21,0,20,0,190,31,0,0,0,0,0,14,0,78,3252,0,168,0,0,0,28,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,614,0,0,26,0,1361,0,0,0,0,0
41__41B__No Added Carb__1.0__0H,0,0,0,52,0,0,199,0,0,0,0,0,0,0,1617,0,0,0,0,0,0,17733,0,26030,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,3550,258,0,0,0,0,0,213,77,184,0,1219,19,0,0,0,394,0,0,0,0,0,0,0,5065,0,0,0,0,155,0,0,0,0,557,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,15,0,192,144,0,0,0,0,0,0,0,553,336,0,0,0,0,0,123,0,0,0,0,0,0,0,0,98,19,0,0,0,0,0,21,0,1135,0,0,0,0,485,0,0,0,0,0
41__41B__No Added Carb__1.0__48H,12,0,0,15,0,0,693,140,0,0,0,16,0,0,200,235,0,0,0,1680,0,121,0,2572,0,44,54,9840,31,0,0,0,0,0,1857,10399,0,538,0,0,0,638,16,442,575,0,0,0,0,0,22,6095,46,0,338,0,0,0,98,59,0,0,0,0,85,0,0,0,17,0,0,0,2377,0,0,0,0,2502,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,39,1639,0,1433,29,0,0,0,0,11,44,708,0,0,0,0,0,0,0,0,0,17,0,0,44,343,0,0,0,0,0,0,0,102,4905,0,0,0,0,0,33,0,0,0,0,0,0,0,0,139,0,0,0,0,99,0,26,0,389,0,0,0,0,785,0,0,0,18,0
