#taxa	84B.R1.48H	84B.R2.48H	84B.S1.48H	84B.S2.48H	84B.NC.48H	21B.R1.48H	21B.R2.48H	21B.S1.48H	21B.S2.48H	21B.NC.48H	73B.R1.48H	73B.R2.48H	73B.S1.48H	73B.S2.48H	73B.NC..48H	21A.R1.48H	21A.R2.48H	21A.S1.48H	21A.S2.48H	21A.NC.48H	66A.R1.48H	66A.R2.48H	66A.S1.48H	66A.S2.48H	66A.NC.48H	41B.R1.48H	41B.R2.48H	41B.S1.48H	41B.S2.48H	41B.NC.48H	50B.R1.48H	50B.R2.48H	50B.S1.48H	50B.S2.48H	50B.NC.48H	67A.R2.48H	67A.S1.48H	67A.S2.48H	67A.NC.48H	92A.R1.48H	92A.R2.48H	92A.S1.48H	92A.S2.48H	92A.NC.48H	92B.R1.48H	92B.R2.48H	92B.S1.48H	92B.S2.48H	92B.NC.48H	161A.R1.48H	161A.R2.48H	161A.S1.48H	161A.S2.48H	161A.NC.48H	66B.R1.48H	66B.R2.48H	66B.S1.48H	66B.S2.48H	66B.NC.48H	123A.R1.48H	123A.R2.48H	123A.S1.48H	123A.S2.48H	123A.NC.48H	58B.R1.48H	58B.R2.48H	58B.S1.48H	58B.S2.48H	58B.NC.48H	137B.R1.48H	137B.R2.48H	137B.S1.48H	137B.S2.48H	137B.NC.48H	276B.R1.48H	276B.R2.48H	276B.S1.48H	276B.S2.48H	276B.NC.48H	123B.R1.48H	123B.R2.48H	123B.S1.48H	123B.S2.48H	123B.NC.48H	116A.R1.48H	116A.R2.48H	116A.S1.48H	116A.S2.48H	116A.NC.48H	239B.R1.48H	239B.R2.48H	239B.S1.48H	239B.S2.48H	239B.NC.48H	MediaControl	176A.R1.48H	176A.R2.48H	176A.S1.48H	176A.S2.48H	176A.NC.48H	276A.R1.48H	276A.R2.48H	276A.S1.48H	276A.S2.48H	276A.NC.48H	84A.R1.48H	84A.R2.48H	84A.S1.48H	84A.S2.48H	84A.NC.48H	58A.R1.48H	58A.R2.48H	58A.S1.48H	58A.S2.48H	58A.NC.48H	137A.R1.48H	137A.S1.48H	137A.S2.48H	137A.NC.48H	41A.R1.48H	41A.R2.48H	41A.S1.48H	41A.S2.48H	41A.NC.48H	161B.R1.48H	161B.R2.48H	161B.S1.48H	161B.S2.48H	161B.NC.48H	73A.R1.48H	73A.R2.48H	73A.S1.48H	73A.S2.48H	73A.NC.48H	50A.R1.48H	50A.R2.48H	50A.S1.48H	50A.S2.48H	50A.NC.48H	116B.R1.48H	116B.R2.48H	116B.S1.48H	116B.S2.48H	116B.NC.48H	176B.R1.48H	176B.R2.48H	176B.S1.48H	176B.S2.48H	176B.NC.48H	239A.R1.48H	239A.R2.48H	239A.S1.48H	239A.S2.48H	239A.NC.48H	67B.R1.48H	67B.R2.48H	67B.S1.48H	67B.S2.48H	67B.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	161A.NC.0H	239A.R1.0H	239A.R2.0H	239A.S1.0H	239A.S2.0H	239A.NC.0H	116A.R1.0H	116A.R2.0H	116A.S1.0H	116A.S2.0H	116A.NC.0H	137B.R1.0H	137B.R2.0H	137B.S1.0H	137B.S2.0H	137B.NC.0H	67A.R1.0H	67A.R2.0H	67A.S1.0H	67A.S2.0H	67A.NC.0H	73B.R1.0H	73B.R2.0H	73B.S1.0H	73B.S2.0H	73.NC.0H	MediaControl48h	58B.R1.0H	58B.R2.0H	58B.S1.0H	58B.S2.0H	58B.NC.0H	67B.R1.0H	67B.R2.0H	67B.S1.0H	67B.S2.0H	67B.NC.0H	92A.R1.0H	92A.R2.0H	92A.S1.0H	92A.S2.0H	92A.NC.0H	176A.R1.0H	176A.R2.0H	176A.S1.0H	176A.S2.0H	176A.NC.0H	137A.R1.0H	137A.R2.0H	137A.S1.0H	137A.S2.0H	137A.NC.0H	41A.R1.0H	41A.R2.0H	41A.S1.0H	41A.S2.0H	41A.NC.40H	50A.R1.0H	50A.R2.0H	50A.S1.0H	50A.S2.0H	50A.NC.0H	58A.R1.0H	58A.R2.0H	58A.S1.0H	58A.S2.0H	58A.NC.0H	73A.R1.0H	73A.R2.0H	73A.S1.0H	73A.S2.0H	73A.NC.0H	66B.R1.0H	66B.R2.0H	66B.S1.0H	66B.NC.0H	66B.S2.0H	41B.R1.0H	41B.R2.0H	41B.S1.0H	41B.S2.0H	41B.NC.0H	84B.R1.0H	84B.R2.0H	84B.S1.0H	84B.S2.0H	84B.NC.0H	50B.R1.0H	50B.R2.0H	50B.S1.0H	50B.S2.0H	50B.NC.0H	161B.R2.0H	161B.R1.0H	161B.S1.0H	161B.S2.0H	161B.NC.0H	21A.R1.0H	21A.R2.0H	21A.S1.0H	21A.S2.0H	21A.NC.0H	66A.R1.0H	66A.R2.0H	66A.S1.0H	66A.S2.0H	66A.NC.0H	84A.R1.0H	84A.R2.0H	84A.S1.0H	84A.S2.0H	123A.R1.0H	123A.R2.0H	123A.S1.0H	123A.S2.0H	123A.NC.0H	239B.R1.0H	239B.R2.0H	239B.S1.0H	239B.S2.0H	239B.NC.0H	21B.R1.0H	21B.R2.0H	21B.S1.0H	21B.S2.0H	21B.NC.0H	92B.R1.0H	92B.R2.0H	92B.S1.0H	92B.S2.0H	92B.NC.0H	176B.R1.0H	176B.R2.0H	176B.S1.0H
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0	49	12	0	13	92	323	54	116	230	528	532	499	212	21	153	60	135	74	0	151	16	108	210	3440	108	45	82	67	117	20286	38710	17979	18554	116	0	0	0	0	1335	496	593	154	1483	473	399	332	495	317	0	0	0	0	0	119	73	90	465	65	242	124	168	44	240	66	293	69	192	72	223	31	64	43	61	272	27	146	36	219	97	109	134	43	85	17	0	15	12	83	128	141	226	119	243	0	73	41	78	78	115	75	38	60	39	75	134	37	38	17	37	14	11	26	12	0	27	0	77	47	103	777	69	78	144	0	0	0	0	0	274	159	214	29	369	6754	23816	4775	30594	1785	0	0	46	0	123	1220	22	734	44	1100	130	203	308	289	120	54	24	32	33	858	23	46	26	39	26	963	897	961	916	1067	27	31	43	52	59	358	654	368	492	370	23	14	16	31	26	1995	1220	1615	1522	580	629	709	839	758	1002	725	830	1119	1400	1139	789	1625	44	48	38	64	58	817	1688	399	1016	931	681	836	773	913	1117	82	49	53	63	61	392	382	384	358	490	118	102	113	115	183	328	347	520	429	345	59	93	114	73	124	0	297	1260	565	330	414	668	826	545	446	414	172	252	562	320	1470	900	356	264	354	1457	2196	1575	1863	1305	524	689	257	314	886	2137	1333	1375	1225	1841	1016	1201	875	0	653	529	498	1812	0	807	670	829	1004	1629	2031	1871	1396	1250	1076	1432	922
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	50	228	252	0	144	14	20	0	35	0	79	26	0	0	97	11	0	0	0	0	308	0	0	181	151	171	0	155	0	170	581	60	285	488	1158	0	13	45	0	274	13	68	0	198	402	13	0	245	278	224	0	150	0	180	72	0	301	0	202	0	0	0	0	0	528	17	190	0	227	74	0	201	0	286	198	0	45	0	133	0	0	0	0	0	298	155	153	50	1029	0	0	12	0	0	0	55	0	27	0	78	0	0	11	0	0	110	12	65	0	130	1524	203	804	89	1380	128	87	0	309	201	15	142	14	305	18	0	0	0	109	48	26	134	16	67	623	0	667	41	737	2121	14	748	31	3500	81	0	11	0	42	0	0	12	0	0	94	0	17	31	114	99	94	64	76	70	0	0	0	0	0	521	537	700	639	701	79	88	105	88	98	108	86	118	142	77	295	175	261	188	136	173	104	0	0	0	0	0	0	19	0	0	15	258	208	208	316	274	138	388	69	184	188	84	109	109	110	156	549	420	425	511	417	352	485	399	435	562	657	665	613	627	999	141	193	241	253	176	633	618	806	454	394	0	83	174	98	110	79	98	112	70	76	504	226	292	675	415	225	174	235	156	249	178	275	116	280	274	109	147	64	88	183	106	31	60	59	142	200	164	143	0	154	122	106	302	0	88	93	65	132	70	93	73	55	62	86	108	79
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	12142	10739	11878	13618	8437	0	3733	996	14321	0	13298	39106	13236	15141	14242	160	34	316	0	13409	16181	10652	9655	8118	10649	1743	6980	9689	1813	1857	168	122	385	514	1023	3970	5917	10915	4242	3481	718	418	376	1556	5367	1892	2454	6629	7989	659	4712	624	4280	1849	5959	4663	3803	5752	4636	5195	77441	17103	43922	14178	11796	17094	25361	23784	23955	125	14	206	28	673	5354	96	2142	4274	5455	12396	32648	5231	18450	9440	1159	324	833	855	685	1517	18	1351	17	371	14318	65	0	0	0	979	1960	373	1907	1716	3256	15645	16258	14403	13377	14613	7412	5249	4615	6275	8200	2334	2741	1652	6416	8761	3738	8315	6020	14306	1174	1889	2318	1346	1920	9003	12494	9341	13478	13703	4045	265	3962	213	8161	3724	88	88	0	2360	159	48	66	0	730	395	1240	0	218	512	40	0	0	0	1803	55	60	40	68	64	0	0	0	0	0	0	0	0	0	0	114	130	100	108	81	829	796	871	1007	633	258	353	269	419	343	343	0	0	0	0	0	0	58	65	74	43	132	324	329	459	465	298	1361	1420	499	977	1026	0	0	0	12	11	0	0	0	0	0	222	214	214	187	304	738	585	675	489	969	390	332	560	404	357	0	0	0	0	11	0	47	182	138	50	342	353	421	337	227	204	128	148	329	174	280	328	311	228	231	154	262	1509	304	366	0	0	0	0	0	354	231	179	193	531	1261	1598	1341	0	269	260	260	286	101	0	0	0	0	233	288	250	173	161	255	288	196
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae	0	13	13	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	11	12	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	19	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	14	21	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	20	21	17	16	0	0	0	0	0	0	0	13	11	21	0	0	0	0	0	18	28	29	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	17	246	120	0	105	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	13	0	16	14	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	28	426	31	565	15	0	0	0	14	0	0	0	0	0	0	0	0	0	0	850	12	453	45	205	0	0	0	0	0	0	0	0	0	0	0	371	90	256	66	413	28	28	20	13	0	336	241	28	448	31	11	15	0	0	0	0	0	0	0	17	29	84	13	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	173	293	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	191	160	163	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	46	30	35	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	105	109	104	172	0	0	0	0	0	0	0	0	0	31	0	155	82	184	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI	38	1592	1762	0	1249	0	505	48	950	0	61	0	0	0	27	223	0	82	0	714	0	0	0	0	0	536	0	17	0	724	0	0	0	0	0	0	0	27	0	30	0	0	0	0	159	0	0	100	193	316	0	151	0	655	0	0	0	0	0	61	0	57	0	186	0	0	0	0	14	0	0	0	0	0	331	0	0	0	352	766	0	94	0	527	0	0	0	0	38	1112	18	1084	25	1030	2717	0	0	0	0	0	0	0	0	0	0	783	15	645	84	1364	47	0	0	0	240	0	0	0	13	782	12	427	0	1932	478	0	288	75	973	162	0	102	14	268	12	0	0	0	0	67	0	0	0	226	16	0	0	0	12	416	1338	2203	58	1533	41	0	17	29	67	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	17	13	49	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	274	324	336	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII	12	167	332	11	329	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	392	47	0	179	0	26	58	0	0	60	137	48	83	242	21	82	11	12	0	21	0	13	11	14	11	96	15	68	15	21	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	179	16	669	0	0	0	0	0	38	39	0	14	136	0	0	0	0	0	0	92	0	30	0	118	109	0	97	12	61	249	16	58	0	75	0	0	0	0	0	0	0	0	0	153	0	198	0	144	17	0	0	0	18	0	0	0	0	0	41	0	19	0	39	560	0	257	0	606	407	0	260	0	606	0	27	64	0	11	412	0	75	195	219	778	797	876	516	589	78	82	71	62	64	79	116	110	113	104	11	15	14	13	23	275	245	370	366	275	128	70	94	51	0	0	146	75	69	60	50	58	33	79	65	38	83	121	110	90	136	114	78	169	44	65	67	103	185	152	169	180	126	90	77	117	89	93	129	100	107	168	336	302	348	383	542	81	91	108	109	91	159	101	132	112	107	0	24	69	21	41	0	0	0	0	0	142	70	95	168	110	97	100	138	84	90	81	110	92	156	125	292	345	274	369	450	75	40	57	50	100	110	120	84	0	0	0	0	103	0	107	132	136	164	65	61	61	45	63	57	100	76
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	7668	15644	8624	8120	7339	7131	17642	10831	9499	28323	14221	1550	14299	8022	6062	12780	9267	17523	11451	6673	11949	749	13935	7757	12402	7159	7413	8902	14921	6761	7395	5615	3737	5721	8087	7926	6557	3194	10438	8768	3913	7979	3803	10155	8046	3262	2626	9809	7042	8771	73	10577	1146	8173	2385	517	6345	330	5540	7047	3144	7313	4573	6221	17365	6544	28414	30162	16392	4366	983	9090	749	10974	17989	781	15064	2586	14348	5918	9639	5320	6464	3924	8347	4966	5132	2353	13366	4829	2518	7662	7526	6541	8533	9675	3303	14403	7526	9340	6645	549	7533	652	5738	9877	11931	8883	13847	8464	23199	20374	23992	26814	15203	9846	14105	1369	17505	10979	10545	14294	18374	9962	5367	266	3978	7284	7359	7658	11106	15241	13349	11394	15398	1087	16672	12898	17929	11675	999	13939	658	13884	15671	233	26099	6376	14991	1611	4695	8496	122	6490	11803	3343	6401	6175	19863	12064	13810	10626	11849	11866	23140	25506	26379	22817	26830	20656	22690	27399	20751	27121	28647	29202	27282	28303	32794	12802	10855	14134	13626	9722	47050	35619	42738	38142	44889	45280	43549	21656	22576	23197	19448	23022	26944	36329	34320	24969	38476	8185	7492	9325	9134	8138	22216	31662	14805	19872	18371	31920	40758	34751	39909	48809	24111	20592	20583	25904	20104	31878	35876	32471	31286	44845	17959	15260	17034	16319	24582	32233	28915	38403	32934	27928	28366	27150	35220	27055	31790	0	26958	38977	33298	26305	60343	42469	40083	28578	27535	33768	18708	24615	44194	31249	34748	30784	29244	25406	30075	27212	36527	18469	38509	39326	24906	38359	39976	36380	43285	29696	22212	19404	19145	33197	23864	24639	23642	0	43037	34018	35836	49432	366	46579	42157	45470	55021	24397	27099	25605	21746	20561	20456	25911	20627
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA	0	811	809	0	611	0	0	0	0	0	0	19	0	0	12	0	0	0	0	0	27	14	13	0	0	0	11	572	14	18	72	108	39	57	55	384	602	659	251	0	0	0	0	0	0	0	0	0	0	991	1031	634	1229	963	25	30	19	23	20	0	61	0	16	1868	0	46	0	0	0	0	0	0	0	0	21	0	0	12	19	0	0	0	0	0	69	83	46	46	183	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	21	825	11	603	0	1909	0	0	0	0	0	0	0	0	0	0	0	25	0	0	426	2058	889	703	872	0	0	0	0	0	58	35	56	49	64	0	0	52	20	71	13	0	0	0	0	0	0	0	0	0	13	14	27	29	123	3042	3845	2554	3477	3201	0	0	0	0	0	81	88	113	49	85	0	0	0	0	0	1714	1567	1912	1985	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	25	21	0	67	71	21	59	56	0	0	0	0	0	42	37	16	41	31	163	192	147	136	208	33	42	32	21	43	13	31	33	34	45	75	64	90	63	54	0	0	0	0	0	0	0	0	0	0	158	78	116	242	145	11	0	14	13	13	0	0	96	0	13	0	0	0	0	0	0	0	0	0	20	76	64	64	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0	13	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	23	27	57	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	40	0	51	0	0	0	0	0	19	105	0	12	737	76	688	150	1139	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	31	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	11	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	51	74	68	108	304	394	484	359	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	183	283	231	289	0	0	0	105	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	722	7709	6357	360	3050	208	1501	41	227	121	1032	685	1247	511	6027	513	153	432	182	740	26435	14396	14929	17728	12960	4106	46	6578	84	4073	1383	330	644	1092	1893	2292	4075	5418	1491	6824	2790	3257	1177	6068	5249	2056	2012	4888	5031	4178	3967	2454	4953	4088	2753	1115	3903	1691	3235	6817	1493	4037	642	9387	2227	2524	2490	1531	2760	317	196	729	305	731	5670	476	1380	675	4107	7341	2458	5153	1294	5327	1209	1331	690	737	3236	0	0	390	0	112	13443	238	75	129	73	956	605	849	747	554	1236	16448	8798	12229	5298	14396	18957	12279	11329	18735	14818	14030	14281	19246	9609	28756	14688	20750	9848	10115	2043	8465	3497	2631	3889	25164	22525	22994	9750	18936	9302	31471	11559	4177	5983	14294	683	1541	704	9086	3702	74	1499	74	6074	88	235	302	0	208	542	0	11	186	2768	14819	17890	12407	15901	14791	0	0	0	0	0	956	1197	1597	834	1255	1457	1147	865	1058	1057	5982	5299	6712	6769	4664	1904	1999	1864	2153	1249	1222	548	0	0	0	0	0	9170	17805	15480	11866	20609	2411	2473	2889	3042	2285	6887	9921	3580	6621	5584	459	580	496	594	782	1151	1064	908	1300	1020	474	493	461	774	599	4900	4057	4611	3803	6451	330	313	446	345	321	1199	1711	2080	1214	1064	0	619	1455	1118	479	1167	1304	1349	1228	942	520	251	418	641	410	1331	1068	312	257	305	1328	1914	1845	1644	1351	275	384	238	303	401	3909	2522	2220	2125	4837	7494	10191	7423	0	1014	902	850	2347	49	579	456	509	729	2997	3677	3248	2656	2205	2305	3222	2121
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	939	5256	3171	171	2429	1489	3603	2309	2246	5166	4958	780	6431	2660	9319	4477	3387	2507	5207	1546	5295	370	3538	4938	4634	6823	3507	6470	6319	6804	7120	1179	3188	4933	9474	1480	1411	2028	1487	8902	3885	8947	3016	13130	5886	1753	1786	6110	3662	2511	53	1880	142	1504	1953	587	5997	766	3353	3446	1939	2437	401	4628	2366	1227	3423	3171	2097	1245	514	2229	647	2851	8002	66	5970	335	6902	2417	7219	2737	4014	1763	10412	4722	7992	8410	12034	864	902	1360	1378	1451	152	2003	328	2254	1458	2992	982	67	858	56	1432	1869	1604	1247	539	1945	1736	4271	1479	3250	1050	2681	2720	402	3902	5283	4526	5944	5996	6171	1536	42	777	815	926	2051	2830	3861	2336	3255	6856	265	7457	2853	8920	9482	479	11922	1262	11234	8901	116	5670	801	6545	912	2470	1174	507	1235	5800	4685	4159	4016	8934	2333	2739	2218	2207	2132	3360	3932	3922	3590	3963	9618	10755	13854	12144	14578	2782	2581	1945	2518	2446	929	882	1141	973	789	3340	2073	2679	1955	4509	4879	3607	3052	3448	3256	2775	3241	988	1414	1440	990	1538	513	418	477	575	509	6107	9491	2732	5664	6198	3143	4255	3587	4275	5290	11808	10114	10238	12614	9900	11089	12727	11951	11887	15814	2683	2307	2468	2500	3849	6242	5843	7657	6647	5346	14300	13371	17900	12633	10997	0	1569	2409	2376	1764	4210	4715	4551	3118	3240	15021	7037	9649	18626	12219	3634	4428	7258	6202	7372	1667	2398	3702	4157	5548	2220	3120	1744	2314	3955	9365	5937	6318	5954	10097	6984	7315	6877	0	4811	3629	3932	3079	125	4313	3546	4049	5161	6982	7811	7471	6041	5699	5679	8164	6195
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	775	3000	2413	326	1966	316	607	719	497	223	459	252	407	936	346	435	86	237	204	0	4670	2473	8300	4289	3162	222	25	915	48	187	248	76	94	195	217	2936	1355	1051	1796	587	278	235	106	643	538	401	313	571	871	3694	1398	4393	2937	3298	12115	9431	14311	12494	8273	142	27	82	0	84	690	264	727	116	680	10164	3746	17188	2368	24966	1052	67	668	162	932	64	28	105	14	47	370	85	186	84	456	265	71	340	101	809	40	4278	196	2892	1705	2154	275	151	297	975	606	1162	641	791	497	1124	446	1145	505	316	441	1518	996	315	1165	161	251	366	244	105	6164	1248	3644	6156	4964	223	542	363	99	370	83	12	336	79	59	1794	44	887	48	1015	3293	94	1608	195	1747	23	50	222	32	35	195	0	31	69	827	4184	5348	4469	3867	3737	827	894	827	838	913	298	388	630	573	698	4393	4391	3585	4241	5323	1294	1379	1752	1787	1254	1058	975	880	777	703	690	2922	709	817	695	659	712	258	360	325	287	398	1400	1272	1468	1785	1447	2327	4635	767	2802	2809	3560	4924	4084	5325	6676	668	489	497	643	558	1019	1255	1131	1037	1601	3220	2697	2916	2852	4513	334	401	496	399	344	756	565	859	589	833	0	4786	2560	5420	6821	376	557	716	590	467	1258	571	870	1834	1123	614	488	404	333	433	634	751	1699	673	695	1833	2158	544	983	3048	1133	644	748	778	1843	3561	4410	3491	0	620	518	474	1087	0	3935	4389	4076	5031	1016	1049	1025	763	857	754	1151	781
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	233	265	240	118	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	190	175	0	0	0	104	0	0	80	0	50	75	236	399	173	151	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	116	0	0	0	0	0	0	0	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	188	294	206	116	269	159	252	194	401	128	106	54	115	222	88	176	107	83	0	0	0	0	0	0	73	189	196	175	256	82	0	160	303	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	46	175	317	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17	20	27	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	40	46	23	38	115	94	97	127	146	0	0	0	0	0	0	0	0	0	0	0	13	0	0	19	0	0	0	0	0	25	0	15	29	24	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae	3253	798	624	1576	375	92	353	55	89	0	0	0	0	0	0	0	0	0	0	212	37	0	2131	231	544	668	179	316	248	705	66	0	0	18	37	0	53	20	0	808	0	32	0	29	0	0	0	0	0	134	0	37	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	2139	0	373	19	0	167	0	0	0	119	0	0	172	702	0	895	53	1061	0	0	0	13	0	0	519	0	842	0	736	834	5120	688	2299	94	0	117	16	0	0	0	0	179	0	216	493	96	325	412	1127	0	232	16	918	0	113	17	27	14	40	1212	111	95	36	0	0	120	0	41	0	0	0	0	0	199	497	892	0	682	31	16374	559	136	158	0	0	0	0	0	0	0	13	11	16	104	166	200	183	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	69	0	0	11	0	0	0	0	17	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	183	191	199	180	0	0	0	49	0	57	39	40	43	70	35	40	70	43	55	334	221	336	243	128	0	0	0	0	0	23	38	84	49	45	0	0	0	0	0	11	26	59	45	67	0	0	263	16	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	49	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	45	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	16	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
