sample_id	customer_label	raw_seq_files	Subgroup1
zr24558_223V3V4	50A.R1.0H	zr24558_223V3V4_R1.fastq.gz;zr24558_223V3V4_R2.fastq.gz	
zr24558_224V3V4	50A.R2.0H	zr24558_224V3V4_R1.fastq.gz;zr24558_224V3V4_R2.fastq.gz	
zr24558_225V3V4	50A.S1.0H	zr24558_225V3V4_R1.fastq.gz;zr24558_225V3V4_R2.fastq.gz	
zr24558_226V3V4	50A.S2.0H	zr24558_226V3V4_R1.fastq.gz;zr24558_226V3V4_R2.fastq.gz	
zr24558_227V3V4	50A.NC.0H	zr24558_227V3V4_R1.fastq.gz;zr24558_227V3V4_R2.fastq.gz	
zr24558_228V3V4	58A.R1.0H	zr24558_228V3V4_R1.fastq.gz;zr24558_228V3V4_R2.fastq.gz	
zr24558_229V3V4	58A.R2.0H	zr24558_229V3V4_R1.fastq.gz;zr24558_229V3V4_R2.fastq.gz	
zr24558_230V3V4	58A.S1.0H	zr24558_230V3V4_R1.fastq.gz;zr24558_230V3V4_R2.fastq.gz	
zr24558_231V3V4	58A.S2.0H	zr24558_231V3V4_R1.fastq.gz;zr24558_231V3V4_R2.fastq.gz	
zr24558_232V3V4	58A.NC.0H	zr24558_232V3V4_R1.fastq.gz;zr24558_232V3V4_R2.fastq.gz	
zr24558_233V3V4	73A.R1.0H	zr24558_233V3V4_R1.fastq.gz;zr24558_233V3V4_R2.fastq.gz	
zr24558_234V3V4	73A.R2.0H	zr24558_234V3V4_R1.fastq.gz;zr24558_234V3V4_R2.fastq.gz	
zr24558_235V3V4	73A.S1.0H	zr24558_235V3V4_R1.fastq.gz;zr24558_235V3V4_R2.fastq.gz	
zr24558_236V3V4	73A.S2.0H	zr24558_236V3V4_R1.fastq.gz;zr24558_236V3V4_R2.fastq.gz	
zr24558_237V3V4	73A.NC.0H	zr24558_237V3V4_R1.fastq.gz;zr24558_237V3V4_R2.fastq.gz	
zr24558_238V3V4	66B.R1.0H	zr24558_238V3V4_R1.fastq.gz;zr24558_238V3V4_R2.fastq.gz	
zr24558_239V3V4	66B.R2.0H	zr24558_239V3V4_R1.fastq.gz;zr24558_239V3V4_R2.fastq.gz	
zr24558_240V3V4	66B.S1.0H	zr24558_240V3V4_R1.fastq.gz;zr24558_240V3V4_R2.fastq.gz	
zr24558_241V3V4	66B.NC.0H	zr24558_241V3V4_R1.fastq.gz;zr24558_241V3V4_R2.fastq.gz	
zr24558_242V3V4	66B.S2.0H	zr24558_242V3V4_R1.fastq.gz;zr24558_242V3V4_R2.fastq.gz	
zr24558_243V3V4	41B.R1.0H	zr24558_243V3V4_R1.fastq.gz;zr24558_243V3V4_R2.fastq.gz	
zr24558_244V3V4	41B.R2.0H	zr24558_244V3V4_R1.fastq.gz;zr24558_244V3V4_R2.fastq.gz	
zr24558_245V3V4	41B.S1.0H	zr24558_245V3V4_R1.fastq.gz;zr24558_245V3V4_R2.fastq.gz	
zr24558_246V3V4	41B.S2.0H	zr24558_246V3V4_R1.fastq.gz;zr24558_246V3V4_R2.fastq.gz	
zr24558_247V3V4	41B.NC.0H	zr24558_247V3V4_R1.fastq.gz;zr24558_247V3V4_R2.fastq.gz	
zr24558_248V3V4	84B.R1.0H	zr24558_248V3V4_R1.fastq.gz;zr24558_248V3V4_R2.fastq.gz	
zr24558_249V3V4	84B.R2.0H	zr24558_249V3V4_R1.fastq.gz;zr24558_249V3V4_R2.fastq.gz	
zr24558_250V3V4	84B.S1.0H	zr24558_250V3V4_R1.fastq.gz;zr24558_250V3V4_R2.fastq.gz	
zr24558_251V3V4	84B.S2.0H	zr24558_251V3V4_R1.fastq.gz;zr24558_251V3V4_R2.fastq.gz	
zr24558_252V3V4	84B.NC.0H	zr24558_252V3V4_R1.fastq.gz;zr24558_252V3V4_R2.fastq.gz	
zr24558_253V3V4	50B.R1.0H	zr24558_253V3V4_R1.fastq.gz;zr24558_253V3V4_R2.fastq.gz	
zr24558_254V3V4	50B.R2.0H	zr24558_254V3V4_R1.fastq.gz;zr24558_254V3V4_R2.fastq.gz	
zr24558_255V3V4	50B.S1.0H	zr24558_255V3V4_R1.fastq.gz;zr24558_255V3V4_R2.fastq.gz	
zr24558_256V3V4	50B.S2.0H	zr24558_256V3V4_R1.fastq.gz;zr24558_256V3V4_R2.fastq.gz	
zr24558_257V3V4	50B.NC.0H	zr24558_257V3V4_R1.fastq.gz;zr24558_257V3V4_R2.fastq.gz	
zr24558_258V3V4	161B.R2.0H	zr24558_258V3V4_R1.fastq.gz;zr24558_258V3V4_R2.fastq.gz	
zr24558_259V3V4	161B.R1.0H	zr24558_259V3V4_R1.fastq.gz;zr24558_259V3V4_R2.fastq.gz	
zr24558_260V3V4	161B.S1.0H	zr24558_260V3V4_R1.fastq.gz;zr24558_260V3V4_R2.fastq.gz	
zr24558_261V3V4	161B.S2.0H	zr24558_261V3V4_R1.fastq.gz;zr24558_261V3V4_R2.fastq.gz	
zr24558_262V3V4	161B.NC.0H	zr24558_262V3V4_R1.fastq.gz;zr24558_262V3V4_R2.fastq.gz	
zr24558_263V3V4	21A.R1.0H	zr24558_263V3V4_R1.fastq.gz;zr24558_263V3V4_R2.fastq.gz	
zr24558_264V3V4	21A.R2.0H	zr24558_264V3V4_R1.fastq.gz;zr24558_264V3V4_R2.fastq.gz	
zr24558_265V3V4	21A.S1.0H	zr24558_265V3V4_R1.fastq.gz;zr24558_265V3V4_R2.fastq.gz	
zr24558_266V3V4	21A.S2.0H	zr24558_266V3V4_R1.fastq.gz;zr24558_266V3V4_R2.fastq.gz	
zr24558_267V3V4	21A.NC.0H	zr24558_267V3V4_R1.fastq.gz;zr24558_267V3V4_R2.fastq.gz	
zr24558_268V3V4	66A.R1.0H	zr24558_268V3V4_R1.fastq.gz;zr24558_268V3V4_R2.fastq.gz	
zr24558_269V3V4	66A.R2.0H	zr24558_269V3V4_R1.fastq.gz;zr24558_269V3V4_R2.fastq.gz	
zr24558_270V3V4	66A.S1.0H	zr24558_270V3V4_R1.fastq.gz;zr24558_270V3V4_R2.fastq.gz	
zr24558_271V3V4	66A.S2.0H	zr24558_271V3V4_R1.fastq.gz;zr24558_271V3V4_R2.fastq.gz	
zr24558_272V3V4	66A.NC.0H	zr24558_272V3V4_R1.fastq.gz;zr24558_272V3V4_R2.fastq.gz	
zr24558_273V3V4	84A.R1.0H	zr24558_273V3V4_R1.fastq.gz;zr24558_273V3V4_R2.fastq.gz	
zr24558_274V3V4	84A.R2.0H	zr24558_274V3V4_R1.fastq.gz;zr24558_274V3V4_R2.fastq.gz	
zr24558_275V3V4	84A.S1.0H	zr24558_275V3V4_R1.fastq.gz;zr24558_275V3V4_R2.fastq.gz	
zr24558_276V3V4	84A.S2.0H	zr24558_276V3V4_R1.fastq.gz;zr24558_276V3V4_R2.fastq.gz	
zr24558_278V3V4	123A.R1.0H	zr24558_278V3V4_R1.fastq.gz;zr24558_278V3V4_R2.fastq.gz	
zr24558_279V3V4	123A.R2.0H	zr24558_279V3V4_R1.fastq.gz;zr24558_279V3V4_R2.fastq.gz	
zr24558_280V3V4	123A.S1.0H	zr24558_280V3V4_R1.fastq.gz;zr24558_280V3V4_R2.fastq.gz	
zr24558_281V3V4	123A.S2.0H	zr24558_281V3V4_R1.fastq.gz;zr24558_281V3V4_R2.fastq.gz	
zr24558_282V3V4	123A.NC.0H	zr24558_282V3V4_R1.fastq.gz;zr24558_282V3V4_R2.fastq.gz	
zr24558_283V3V4	239B.R1.0H	zr24558_283V3V4_R1.fastq.gz;zr24558_283V3V4_R2.fastq.gz	
zr24558_284V3V4	239B.R2.0H	zr24558_284V3V4_R1.fastq.gz;zr24558_284V3V4_R2.fastq.gz	
zr24558_285V3V4	239B.S1.0H	zr24558_285V3V4_R1.fastq.gz;zr24558_285V3V4_R2.fastq.gz	
zr24558_286V3V4	239B.S2.0H	zr24558_286V3V4_R1.fastq.gz;zr24558_286V3V4_R2.fastq.gz	
zr24558_287V3V4	239B.NC.0H	zr24558_287V3V4_R1.fastq.gz;zr24558_287V3V4_R2.fastq.gz	
zr24558_288V3V4	21B.R1.0H	zr24558_288V3V4_R1.fastq.gz;zr24558_288V3V4_R2.fastq.gz	
zr24558_289V3V4	21B.R2.0H	zr24558_289V3V4_R1.fastq.gz;zr24558_289V3V4_R2.fastq.gz	
zr24558_290V3V4	21B.S1.0H	zr24558_290V3V4_R1.fastq.gz;zr24558_290V3V4_R2.fastq.gz	
zr24558_291V3V4	21B.S2.0H	zr24558_291V3V4_R1.fastq.gz;zr24558_291V3V4_R2.fastq.gz	
zr24558_292V3V4	21B.NC.0H	zr24558_292V3V4_R1.fastq.gz;zr24558_292V3V4_R2.fastq.gz	
zr24558_293V3V4	92B.R1.0H	zr24558_293V3V4_R1.fastq.gz;zr24558_293V3V4_R2.fastq.gz	
zr24558_294V3V4	92B.R2.0H	zr24558_294V3V4_R1.fastq.gz;zr24558_294V3V4_R2.fastq.gz	
zr24558_295V3V4	92B.S1.0H	zr24558_295V3V4_R1.fastq.gz;zr24558_295V3V4_R2.fastq.gz	
zr24558_296V3V4	92B.S2.0H	zr24558_296V3V4_R1.fastq.gz;zr24558_296V3V4_R2.fastq.gz	
zr24558_297V3V4	92B.NC.0H	zr24558_297V3V4_R1.fastq.gz;zr24558_297V3V4_R2.fastq.gz	
zr24558_298V3V4	176B.R1.0H	zr24558_298V3V4_R1.fastq.gz;zr24558_298V3V4_R2.fastq.gz	
zr24558_299V3V4	176B.R2.0H	zr24558_299V3V4_R1.fastq.gz;zr24558_299V3V4_R2.fastq.gz	
zr24558_300V3V4	176B.S1.0H	zr24558_300V3V4_R1.fastq.gz;zr24558_300V3V4_R2.fastq.gz	
