#taxa	21B.R1.48H	21B.R2.48H	21B.S1.48H	21B.S2.48H	21B.NC.48H	21A.R1.48H	21A.R2.48H	21A.S1.48H	21A.S2.48H	21A.NC.48H	41B.R1.48H	41B.R2.48H	41B.S1.48H	41B.S2.48H	41B.NC.48H	50B.R1.48H	50B.R2.48H	50B.S1.48H	50B.S2.48H	50B.NC.48H	161A.R1.48H	161A.R2.48H	161A.S1.48H	161A.S2.48H	161A.NC.48H	123A.R1.48H	123A.R2.48H	123A.S1.48H	123A.S2.48H	123A.NC.48H	58B.R1.48H	58B.R2.48H	58B.S1.48H	58B.S2.48H	58B.NC.48H	239B.R1.48H	239B.R2.48H	239B.S1.48H	239B.S2.48H	239B.NC.48H	58A.R1.48H	58A.R2.48H	58A.S1.48H	58A.S2.48H	58A.NC.48H	41A.R1.48H	41A.R2.48H	41A.S1.48H	41A.S2.48H	41A.NC.48H	161B.R1.48H	161B.R2.48H	161B.S1.48H	161B.S2.48H	161B.NC.48H	50A.R1.48H	50A.R2.48H	50A.S1.48H	50A.S2.48H	50A.NC.48H	239A.R1.48H	239A.R2.48H	239A.S1.48H	239A.S2.48H	239A.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	161A.NC.0H	239A.R1.0H	239A.R2.0H	239A.S1.0H	239A.S2.0H	239A.NC.0H	58B.R1.0H	58B.R2.0H	58B.S1.0H	58B.S2.0H	58B.NC.0H	41A.R1.0H	41A.R2.0H	41A.S1.0H	41A.S2.0H	41A.NC.40H	50A.R1.0H	50A.R2.0H	50A.S1.0H	50A.S2.0H	50A.NC.0H	58A.R1.0H	58A.R2.0H	58A.S1.0H	58A.S2.0H	58A.NC.0H	41B.R1.0H	41B.R2.0H	41B.S1.0H	41B.S2.0H	41B.NC.0H	50B.R1.0H	50B.R2.0H	50B.S1.0H	50B.S2.0H	50B.NC.0H	161B.R2.0H	161B.R1.0H	161B.S1.0H	161B.S2.0H	161B.NC.0H	21A.R1.0H	21A.R2.0H	21A.S1.0H	21A.S2.0H	21A.NC.0H	123A.R1.0H	123A.R2.0H	123A.S1.0H	123A.S2.0H	123A.NC.0H	239B.R1.0H	239B.R2.0H	239B.S1.0H	239B.S2.0H	239B.NC.0H	21B.R1.0H	21B.R2.0H	21B.S1.0H	21B.S2.0H	21B.NC.0H
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__NA	0	0	0	0	0	0	0	0	0	0	0	11	505	14	18	72	108	39	57	55	991	1031	634	1229	963	0	0	0	0	1868	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	426	2058	889	703	872	58	35	56	49	64	0	0	0	0	0	3042	3845	2554	3477	3201	0	0	0	0	0	0	0	0	0	0	0	42	37	16	41	31	163	192	147	136	208	33	42	32	21	54	0	0	0	0	0	158	78	116	242	145	11	0	14	13	13	0	0	96	0	0	20	76	64	64	0	0	0	11	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__Sarcina	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0	0	0	0	0	0	0	0	0	0	64	23	27	57	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	76	688	150	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	51	74	68	0	0	0	0	0	0	0	0	0	0	0	86	183	283	231	289	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Asaccharospora	0	1135	0	0	0	343	0	277	0	261	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Asaccharospora-Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter	0	0	0	0	0	0	0	0	0	0	4083	27	5076	68	2377	1333	221	597	1029	1639	0	0	0	19	0	2745	331	1496	36	3929	1492	589	1869	243	636	0	0	390	0	112	26	25	16	35	13	38	21	43	36	43	0	29	0	0	51	116	77	124	78	132	72	189	0	0	180	44	62	41	54	48	0	0	0	0	0	0	0	0	0	0	0	20	0	0	15	0	293	342	312	298	397	227	189	190	143	39	0	83	353	155	398	349	157	300	427	275	543	466	258	219	247	421	652	328	644	137	334	185	251	218	0	429	398	370	796	23	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Paeniclostridium	0	0	0	0	0	0	0	0	0	407	0	0	74	0	1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	1266	382	921	1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Paraclostridium-Peptoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	78	0	29	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	18874	12222	11269	18654	14652	28698	14650	20687	9812	10053	108	0	0	0	0	9129	31363	11381	4070	5767	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	76	111	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia	208	366	41	227	121	170	153	155	182	72	23	19	1090	16	17	35	90	30	52	140	4178	3967	2454	4934	4088	4072	1162	2474	606	5458	186	632	239	350	303	0	0	0	0	0	57	32	44	46	153	20	17	20	0	19	1935	8436	3497	2619	3787	42	31	54	29	70	0	0	0	0	0	14775	17814	12366	15847	14743	0	0	0	0	0	548	0	0	0	0	782	1131	1064	908	1285	1020	142	111	121	451	165	4349	3619	4121	3381	1025	0	536	968	963	515	147	72	104	181	115	610	481	54	38	58	756	1009	737	799	1775	4091	6987	9506	6805	0	544	477	448	1328	26	579	456	509	729
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Terrisporobacter	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	15	19	17	11	12	0	0	0	0	0	0	0	0	0	0	0	37	0	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	40	28	25	37	234	173	189	171	0	0	0	134	0	29	24	22	14	33	20	178	121	0	0	0	151	253	156	201	213	412	322	434	400	0	41	27	32	223	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__*Soleaferrea	0	69	28	54	0	97	0	44	0	0	12	0	0	0	0	29	0	0	14	15	0	0	0	0	13	153	62	94	0	191	0	0	0	0	0	0	0	0	0	0	27	65	28	0	53	19	0	12	0	18	28	0	0	0	11	22	0	19	0	37	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetanaerobacterium	0	12	0	15	0	15	0	0	0	0	15	0	16	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	14	0	24	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	0	0	0	0	0	18	0	0	0	0	22	0	28	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0	0	0	0	0	13	0	0	0	0	78	0	141	0	235	242	13	96	184	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	15	0	18	0	0	0	0	0	194	0	40	0	1011	0	0	22	33	17	865	0	710	0	1018	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	81	63	87	60	37	44	55	48	60	12	0	12	0	39	0	0	0	0	0	49	22	29	53	33	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus-Ruminiclostridium	0	0	0	0	0	0	0	0	0	0	104	0	82	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	14	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	21	236	0	199	0	0	0	0	0	55	0	25	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	840	1027	737	352	4364	1756	2900	938	4349	1370	532	2131	731	1764	338	491	625	391	484	359	55	0	40	28	44	127	1421	296	270	80	0	197	1433	2225	36	21	472	122	754	80	167	2655	298	1123	19	580	1396	596	1162	565	0	0	0	30	0	527	104	681	1626	522	0	0	0	0	0	0	17	27	29	12	836	1000	1067	931	966	1202	748	827	848	700	1561	4211	3782	3780	4936	3900	7425	8555	7881	7286	10627	0	0	0	0	4748	0	760	708	1219	95	10004	4898	6661	12355	8326	244	279	403	359	423	71	129	1731	262	463	870	916	838	773	0	229	185	191	160	85	1225	783	1021	1379
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fastidiosipila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	60	48	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	21	953	354	843	0	1116	0	537	13	0	84	0	388	0	98	225	0	95	135	424	22	0	0	0	0	1375	110	698	0	882	838	65	428	0	525	0	0	0	0	0	19	45	24	26	16	109	31	83	0	111	46	0	0	0	0	126	0	157	19	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	96	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	31	18	15	12	21	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA	87	919	396	489	50	599	38	482	166	100	838	13	1284	281	785	898	164	319	624	949	1229	0	914	0	506	1178	0	973	0	2643	430	38	413	0	610	107	0	275	12	198	258	132	366	135	196	863	155	1308	1361	689	283	0	226	176	229	1833	28	2205	358	2103	48	174	229	0	498	770	815	643	735	651	212	304	276	270	290	1650	237	280	258	203	2831	1008	875	846	1086	896	1615	1798	1741	1651	2171	1126	939	1093	1044	913	0	384	764	485	63	2422	912	1253	2799	1755	765	667	538	431	503	611	912	900	886	534	1052	1011	1030	799	0	119	101	111	1233	0	2311	2073	2297	2777
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	0	0	0	41	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium	12	34	13	39	0	27	0	34	0	76	28	0	246	0	44	0	24	14	21	0	29	0	99	0	0	184	86	143	18	203	259	13	79	0	46	182	72	254	119	190	159	158	141	96	107	161	207	144	190	105	45	0	47	46	11	49	0	123	81	53	68	248	169	0	241	0	0	0	0	0	176	212	181	169	177	237	138	188	173	158	207	93	109	91	140	76	662	696	693	576	952	49	28	27	32	110	0	145	118	192	0	701	336	498	970	638	39	42	80	67	70	16	12	47	41	171	271	152	222	122	0	0	0	0	37	0	204	161	182	293
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0	0	0	0	0	0	0	0	0	0	271	57	144	83	343	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	21	63	31	85	14	0	0	0	0	0	0	0	0	0	512	1638	29	0	142	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	4706	3811	4096	4580	3598	0	0	0	768	0	1337	1192	1205	1294	3544	0	36	468	144	0	0	0	0	151	19	1733	2247	4180	3550	4196	680	918	359	2020	2735	3843	579	609	649	0	0	0	0	1109	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	529	589	781	413	752	821	449	472	679	0	4839	1306	3396	4191	4905	5235	353	2273	3471	7506	1069	53	827	114	784	429	260	233	113	629	785	893	834	946	681	535	358	681	493	965	1005	1185	579	1855	628	3217	2705	3641	3252	3507	794	42	482	530	578	3434	133	3562	769	4968	284	410	688	507	324	1563	1907	1548	1443	1469	2136	2416	2398	2198	2530	518	1929	2153	1977	1714	691	1723	1456	1362	1785	1370	1350	1634	1581	1558	2004	90	88	83	81	1643	0	244	351	336	3082	1845	869	1208	2298	1448	853	1193	2057	1795	2180	289	427	610	948	2051	4061	4326	4616	4534	0	4463	3343	3630	540	40	573	529	549	712
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__*Stoquefichus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	281	294	133	199	223	102	86	125	160	0	0	0	0	0	0	0	13	25	31	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	12	0	16	67	19	0	0	0	0	0	236	315	251	212	179	0	0	0	0	0	2299	0	0	0	0	5607	0	0	0	0	0	70	85	82	69	120	0	0	0	0	0	0	0	0	0	0	79	37	53	105	76	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	3309	3806	3435	4149
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	18	0	25	0	0	0	0	0	80	0	136	13	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma	0	34	79	0	0	0	0	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	26	0	65	0	0	0	0	0	0	0	0	0	15	35	0	19	0	93	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium	0	0	0	0	0	0	0	0	0	0	11	0	22	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	61	0	0	0	0	0	201	91	61	66	70	39	0	268	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	31	34	24	0	29	36	30	23	16	0	0	0	0	0	0	0	0	0	0	22	16	38	26	20	0	121	81	213	97	0	0	0	0	0	20	0	0	0	0	36	41	52	39	29	33	14	12	21	0	155	141	131	50	0	12	12	0	12
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea	0	17	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	11	0	0	19	0	16	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	63	73	87	82	0	0	18	112	19	60	0	0	0	0	0	161	91	0	0	0	211	193	108	161	0	0	0	0	0	0	69	48	38	266	0	287	238	252	366
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	0	0	0	0	0	0	0	0	0	0	23	0	328	0	0	0	0	0	0	0	2271	498	2689	242	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	890	101	100	0	54	202	18	189	0	2512	113	1995	2803	3196	11	0	16	0	0	0	0	0	0	0	1573	1960	1659	1480	1439	0	0	0	0	0	0	0	0	0	0	0	74	51	51	62	73	0	0	0	18	0	0	0	0	0	490	0	4567	2087	5065	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	142	774	907	801	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	19	186	455	259	0	268	0	88	20	0	31	0	19	0	17	0	0	0	0	0	0	0	0	0	0	117	27	69	0	48	0	0	0	0	0	16	0	30	0	16	54	30	15	0	17	22	0	31	13	14	21	0	0	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA	16	61	33	25	0	65	0	24	13	0	41	0	97	20	99	237	46	69	164	199	383	299	376	1746	360	25	0	13	0	36	467	55	535	0	531	164	71	268	101	526	0	0	103	110	256	13	11	14	0	14	159	210	137	622	210	30	0	31	0	40	23	50	206	32	35	2053	2620	2213	1811	1776	797	864	796	804	889	341	680	781	665	636	478	594	438	446	581	485	928	1145	1025	934	1449	1645	1487	1607	1765	323	0	0	0	0	95	1150	534	817	1702	1017	97	147	315	279	333	0	0	325	76	577	1001	646	762	571	0	191	149	146	0	0	311	313	367	478
