feature,metadata,value,name,coef,null_hypothesis,stderr,pval_individual,qval_individual,pval_joint,qval_joint,error,model,N,N_not_zero
c__Mollicutes,obesity_group,obesity,obesity_groupobesity,1.1601013473281356,0,1.2731628695960335,0.362191932001166,0.9866076119747256,0.362191932001166,0.9380649629902746,NA,logistic,289,11
Collinsella,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.8740828283024498,0,0.9924971640447888,0.3784853575257072,0.9866076119747256,0.14181875970308025,0.6562340789897076,NA,logistic,289,237
Eggerthella,carbohydrate,RDC,carbohydrateRDC,-0.5508316057651005,0,0.6235191678001739,0.37700739427261193,0.9866076119747256,0.6118802132089993,0.999976442700979,NA,logistic,289,212
f__Coriobacteriaceae,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.7114973954773187,0,0.785784581689474,0.36522114311992665,0.9866076119747256,0.054716708273186344,0.36169875988379024,NA,logistic,289,110
Hungatella,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-1.2146765616895345,0,1.37472151077197,0.37692292861034915,0.9866076119747256,0.6117749631084959,0.999976442700979,NA,logistic,289,61
Lactococcus,obesity_group,obesity,obesity_groupobesity,0.48045661538120266,0,0.5474470481930607,0.3801438864319491,0.9866076119747256,0.1315675991314253,0.6317727165839195,NA,logistic,289,118
Parvimonas,timepoint,48H,timepoint48H,-1.1675890592348994,0,1.3308598978269293,0.38031323815841944,0.9866076119747256,0.1873843141972471,0.7336816609722983,NA,logistic,289,13
Prevotella,obesity_group,obesity,obesity_groupobesity,1.1582148381455217,0,1.322075432663019,0.380998471432793,0.9866076119747256,0.6168371076314612,0.999976442700979,NA,logistic,289,24
Roseburia,carbohydrate,SDC,carbohydrateSDC,0.5075633607495482,0,0.5774082634345541,0.3793810896260464,0.9866076119747256,0.6148321680862465,0.999976442700979,NA,logistic,289,205
f__Prevotellaceae,carbohydrate,RDC,carbohydrateRDC,-0.9473832413463587,0,1.0872878667727697,0.383575649093467,0.9898486769095948,0.6200210196094594,0.999976442700979,NA,logistic,289,36
Anaerotruncus,obesity_group,obesity,obesity_groupobesity,-0.6104321436561497,0,0.7110413342879792,0.39061397895362177,0.9923706492335255,0.6286486773532631,0.999976442700979,NA,logistic,289,98
Enterorhabdus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.5175774126366917,0,1.7642730586219535,0.3896945094824775,0.9923706492335255,0.6275272082441663,0.999976442700979,NA,logistic,289,28
Fusicatenibacter,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.1838395572303562,0,1.3765624116870545,0.38979069106281394,0.9923706492335255,0.6276445992864018,0.999976442700979,NA,logistic,289,256
Turicibacter,obesity_group,obesity,obesity_groupobesity,-0.8338592148579139,0,0.9709192311477346,0.3904316700691421,0.9923706492335255,0.07528830668915606,0.4456017221486097,NA,logistic,289,202
Adlercreutzia,carbohydrate,SDC,carbohydrateSDC,-0.5278795427679395,0,0.6189000664066118,0.3936971300903986,0.9967674434793916,0.40251422426284367,0.9618767143182508,NA,logistic,289,136
Enterobacter,obesity_group,obesity,obesity_groupobesity,-1.2277782645777329,0,1.4445916267199206,0.3953730489045366,0.9967674434793916,0.5616322395832419,0.999976442700979,NA,logistic,289,25
Actinomyces,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.6655575270461247,0,0.9111257879305438,0.4650979325619745,0.9999981164156955,0.713879778250526,0.999976442700979,NA,logistic,289,141
Actinomyces,carbohydrate,SDC,carbohydrateSDC,-0.2561636321474778,0,0.7276514367874951,0.7248070067983614,0.9999981164156955,0.9242688164927229,0.999976442700979,NA,logistic,289,141
Actinomyces,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.6707714685698138,0,0.9500658887935526,0.4801718055150339,0.9999981164156955,0.7297786482185002,0.999976442700979,NA,logistic,289,141
Adlercreutzia,carbohydrate,RDC,carbohydrateRDC,-0.17482243158702157,0,0.6225598750454494,0.7788544168610293,0.9999981164156955,0.5726698857233441,0.999976442700979,NA,logistic,289,136
Adlercreutzia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.6978793257327598,0,0.849789055969348,0.41151054052903385,0.9999981164156955,0.65368015609157,0.999976442700979,NA,logistic,289,136
Adlercreutzia,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.25117744703708067,0,0.8416452241052411,0.7653702230671182,0.9999981164156955,0.7487746777087907,0.999976442700979,NA,logistic,289,136
Akkermansia,obesity_group,obesity,obesity_groupobesity,-0.09520490426045965,0,0.757988834535339,0.9000469894736447,0.9999981164156955,0.9063219033645011,0.999976442700979,NA,logistic,289,195
Alistipes,carbohydrate,RDC,carbohydrateRDC,0.26422601417808533,0,0.9276283830380889,0.7757664400590489,0.9999981164156955,0.9497193105962078,0.999976442700979,NA,logistic,289,129
Alistipes,carbohydrate,SDC,carbohydrateSDC,0.48837867530400847,0,0.9145182377257716,0.5933219125526508,0.9999981164156955,0.8215278427333597,0.999976442700979,NA,logistic,289,129
Alistipes,obesity_group,obesity,obesity_groupobesity,-0.49337758506198975,0,0.6035104048447202,0.41363533884622367,0.9999981164156955,0.6561764841500171,0.999976442700979,NA,logistic,289,129
Anaerococcus,carbohydrate,RDC,carbohydrateRDC,-0.2685289499549379,0,0.9355196443128115,0.7740838278972371,0.9999981164156955,0.9489618831824348,0.999976442700979,NA,logistic,289,57
Anaerococcus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.7918191799788131,0,1.197032005401542,0.5083010825989225,0.9999981164156955,0.7582321746266083,0.999976442700979,NA,logistic,289,57
Anaerococcus,obesity_group,obesity,obesity_groupobesity,0.4027551634989479,0,0.7192343580281734,0.5754946845402493,0.9999981164156955,0.5563158473718772,0.999976442700979,NA,logistic,289,57
Anaerostipes,carbohydrate,SDC,carbohydrateSDC,3.3124996329703817,0,5.8213775419065845,0.5693403076238102,0.9999981164156955,0.8145322293624455,0.999976442700979,NA,logistic,289,255
Anaerostipes,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-3.652857615003191,0,5.72734253773773,0.5236085919298614,0.9999981164156955,0.1685955398306539,0.7093404816207732,NA,logistic,289,255
Anaerotruncus,carbohydrate,RDC,carbohydrateRDC,0.4040060306300338,0,0.7223076754633362,0.5759387178218458,0.9999981164156955,0.8201720289574198,0.999976442700979,NA,logistic,289,98
Anaerotruncus,carbohydrate,SDC,carbohydrateSDC,0.4135263647248242,0,0.7226905393465837,0.5671838272688912,0.9999981164156955,0.8126701606223949,0.999976442700979,NA,logistic,289,98
Bacteroides,carbohydrate,RDC,carbohydrateRDC,0.22150739393785668,0,0.683421897026169,0.7458508538629824,0.9999981164156955,0.880846805450364,0.999976442700979,NA,logistic,289,173
Bacteroides,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.978689108945084,0,1.3504298878791348,0.46862129628971827,0.9999981164156955,0.5439105647015494,0.999976442700979,NA,logistic,289,173
Bacteroides,carbohydrate,SDC,carbohydrateSDC,-0.03689135349689317,0,0.694479186856263,0.9576355859844853,0.9999981164156955,0.9549923159640072,0.999976442700979,NA,logistic,289,173
Bacteroides,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.9296268617083236,0,1.3368844651661316,0.48682462259728476,0.9999981164156955,0.7366510320275808,0.999976442700979,NA,logistic,289,173
Bacteroides,obesity_group,obesity,obesity_groupobesity,-0.2059039887107406,0,0.7788727216185666,0.7915013476377099,0.9999981164156955,0.956528311963109,0.999976442700979,NA,logistic,289,173
Bifidobacterium,carbohydrate,RDC,carbohydrateRDC,-1.5674998821708082,0,2.1145639639883003,0.4585191254995242,0.9999981164156955,0.7067984625502,0.999976442700979,NA,logistic,289,287
Bifidobacterium,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,3.2006807385746767,0,3.936600294333497,0.41618533293283305,0.9999981164156955,0.013491725930626796,0.13465271566056938,NA,logistic,289,287
Bifidobacterium,carbohydrate,SDC,carbohydrateSDC,-0.028261433260304194,0,2.4152627905365804,0.9906640193374785,0.9999981164156955,0.9766929873888879,0.999976442700979,NA,logistic,289,287
Bifidobacterium,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.06089942539782247,0,3.2609548036787475,0.9851001041481877,0.9999981164156955,0.006333678770572809,0.08483796037425158,NA,logistic,289,287
Bifidobacterium,obesity_group,obesity,obesity_groupobesity,-0.8243616417175739,0,1.058796117635963,0.4362248487764115,0.9999981164156955,0.6821575788628199,0.999976442700979,NA,logistic,289,287
Bifidobacterium,timepoint,48H,timepoint48H,-0.08968825178654762,0,2.7055901053989055,0.9735555776304464,0.9999981164156955,0.9367820811861068,0.999976442700979,NA,logistic,289,287
Bilophila,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.6967947580475109,0,1.366460346767879,0.6101027423591368,0.9999981164156955,0.8479801284841344,0.999976442700979,NA,logistic,289,55
Bilophila,carbohydrate,SDC,carbohydrateSDC,-0.4606236612758809,0,0.9729500087373738,0.6359064758359783,0.9999981164156955,0.8663673436469885,0.999976442700979,NA,logistic,289,55
Bilophila,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.43889802129007627,0,1.094818724083818,0.6885037065677341,0.9999981164156955,0.9029700591779597,0.999976442700979,NA,logistic,289,55
Bilophila,obesity_group,obesity,obesity_groupobesity,-0.3723085569370428,0,0.5619966375055407,0.507667040316072,0.9999981164156955,0.4229594311115108,0.9783047915843811,NA,logistic,289,55
Blautia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.16416684043626661,0,69540.92103180393,0.9999981164156955,0.9999981164156955,0.43832641142137097,0.9849144782664006,NA,logistic,289,285
Blautia,carbohydrate,SDC,carbohydrateSDC,5.95048323470659,0,555343.2640370725,0.9999914506954353,0.9999981164156955,0.9947433568700026,0.999976442700979,NA,logistic,289,285
Blautia,timepoint,48H,timepoint48H,0.5979791033819813,0,69540.92102075185,0.9999931390282547,0.9999981164156955,0.958578743709365,0.999976442700979,NA,logistic,289,285
Butyricimonas,carbohydrate,RDC,carbohydrateRDC,-0.27418616468769114,0,147.78015405126146,0.9985196335497123,0.9999981164156955,0.9985196335497123,0.999976442700979,NA,logistic,289,38
Butyricimonas,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-1.4842705858022336,0,147.77980507614268,0.9919863429719891,0.9999981164156955,0.9919863429719891,0.999976442700979,NA,logistic,289,38
Butyricimonas,carbohydrate,SDC,carbohydrateSDC,-0.20792108233447845,0,151.1311688067319,0.9989022981133747,0.9999981164156955,0.9989022981133747,0.999976442700979,NA,logistic,289,38
Butyricimonas,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-1.4446932681667974,0,151.13085531723115,0.9923729611915595,0.9999981164156955,0.9923729611915595,0.999976442700979,NA,logistic,289,38
Butyricimonas,timepoint,48H,timepoint48H,16.40605033286078,0,127.90745008562472,0.8979392545092475,0.9999981164156955,0.8979392545092475,0.999976442700979,NA,logistic,289,38
c__Mollicutes,carbohydrate,RDC,carbohydrateRDC,-0.388557106674286,0,0.9443413121697065,0.6807364845149387,0.9999981164156955,0.6807364845149387,0.999976442700979,NA,logistic,289,11
c__Mollicutes,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.14887035744944277,0,120.16437303320453,0.9990115095981726,0.9999981164156955,0.9990115095981726,0.999976442700979,NA,logistic,289,11
c__Mollicutes,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.4304093993374234,0,111.48059168365258,0.9897626103115283,0.9999981164156955,0.9897626103115283,0.999976442700979,NA,logistic,289,11
c__Mollicutes,timepoint,48H,timepoint48H,-11.451520932168991,0,93.1216430384745,0.9021278567283848,0.9999981164156955,0.9021278567283848,0.999976442700979,NA,logistic,289,11
Catenibacterium,carbohydrate,RDC,carbohydrateRDC,-0.11084041606394146,0,0.7166470168052699,0.8770851981007779,0.9999981164156955,0.984891951474075,0.999976442700979,NA,logistic,289,59
Catenibacterium,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.33785641796370225,0,1.0441603405911886,0.7462654479984323,0.9999981164156955,0.4392447673211649,0.9849144782664006,NA,logistic,289,59
Catenibacterium,carbohydrate,SDC,carbohydrateSDC,0.06782556065140806,0,0.713172339495296,0.9242322003618099,0.9999981164156955,0.8792979396402998,0.999976442700979,NA,logistic,289,59
Catenibacterium,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.6992085810115467,0,1.0242130112246193,0.49480978453692476,0.9999981164156955,0.14985455962941982,0.6750085916050858,NA,logistic,289,59
Catenibacterium,timepoint,48H,timepoint48H,-0.710044847981605,0,0.8686026545266134,0.4136676236148548,0.9999981164156955,0.4848679013600917,0.999976442700979,NA,logistic,289,59
Clostridium,carbohydrate,RDC,carbohydrateRDC,-0.28970828656063335,0,0.6191954529403273,0.6398714253025961,0.9999981164156955,0.7739954996430443,0.999976442700979,NA,logistic,289,239
Clostridium,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.14965826090939194,0,1.3533349622454272,0.9119456103134952,0.9999981164156955,0.38266879976803236,0.940866899275942,NA,logistic,289,239
Clostridium,carbohydrate,SDC,carbohydrateSDC,-0.3280427161043358,0,0.6202105067869546,0.5968598568541668,0.9999981164156955,0.77899376528234765,0.999976442700979,NA,logistic,289,239
Clostridium,obesity_group,obesity,obesity_groupobesity,-0.05972186426648817,0,0.7622207081728022,0.9375476920648146,0.9999981164156955,0.9617914255309139,0.999976442700979,NA,logistic,289,239
Collinsella,carbohydrate,RDC,carbohydrateRDC,-0.5440397525554068,0,0.6587928728036571,0.4089101493036583,0.9999981164156955,0.6506127884037765,0.999976442700979,NA,logistic,289,237
Collinsella,carbohydrate,SDC,carbohydrateSDC,-0.462338212236574,0,0.6616272549151658,0.4846835596783052,0.9999981164156955,0.7344489663341772,0.999976442700979,NA,logistic,289,237
Collinsella,obesity_group,obesity,obesity_groupobesity,-0.03344980695092369,0,0.809262647699049,0.967029879666167,0.9999981164156955,0.28788629709307834,0.8770115394723557,NA,logistic,289,237
Collinsella,timepoint,48H,timepoint48H,0.6765518176614328,0,0.81559547699481,0.40681087797975535,0.9999981164156955,0.4141471766404775,0.9721802284873706,NA,logistic,289,237
Coprobacillus,carbohydrate,RDC,carbohydrateRDC,-1.2564745586563892,0,1.5978013017881856,0.43164652038352347,0.9999981164156955,0.6769743222078434,0.999976442700979,NA,logistic,289,23
Coprobacillus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.04610863560557281,0,1.829092157349788,0.9798886719377552,0.9999981164156955,0.9855037343687797,0.999976442700979,NA,logistic,289,23
Coprobacillus,carbohydrate,SDC,carbohydrateSDC,-1.255101541859731,0,1.597933143295328,0.4321879577302527,0.9999981164156955,0.6775894846534587,0.999976442700979,NA,logistic,289,23
Coprobacillus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.05654274738087008,0,1.8280850624674374,0.9753253314943201,0.9999981164156955,0.5972645633553071,0.999976442700979,NA,logistic,289,23
Coprococcus,carbohydrate,RDC,carbohydrateRDC,-0.36881341152760605,0,0.7798516821301166,0.636264808343685,0.9999981164156955,0.8226850881663016,0.999976442700979,NA,logistic,289,235
Coprococcus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.39720122909550953,0,0.9592958811186435,0.678833848326681,0.9999981164156955,0.48813919358403224,0.999976442700979,NA,logistic,289,235
Coprococcus,carbohydrate,SDC,carbohydrateSDC,-0.02863793734228171,0,0.8003856899565094,0.9714576437037601,0.9999981164156955,0.9672216678817602,0.999976442700979,NA,logistic,289,235
Coprococcus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.7117030897623111,0,0.9917769594114897,0.47300150514982625,0.9999981164156955,0.20163751930276308,0.7602481283341215,NA,logistic,289,235
Dialister,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.1412573862778975,0,0.8650101469998496,0.8702811150407175,0.9999981164156955,0.06636886164342153,0.41197256800611654,NA,logistic,289,76
Dialister,carbohydrate,SDC,carbohydrateSDC,-0.2760415642885675,0,0.5936087247783028,0.641915161671723,0.9999981164156955,0.6209826317131639,0.999976442700979,NA,logistic,289,76
Dialister,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.2210510699190246,0,0.8496085335892285,0.7947250019647614,0.9999981164156955,0.5254124890758192,0.999976442700979,NA,logistic,289,76
Dorea,carbohydrate,SDC,carbohydrateSDC,0.22047761813543917,0,8.59281633429132,0.9795298328071571,0.9999981164156955,0.9965892384842328,0.999976442700979,NA,logistic,289,270
Dorea,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-1.6404112057719635,0,8.59238809272057,0.8485926044511264,0.9999981164156955,0.04893692273379697,0.345956856548648,NA,logistic,289,270
Eggerthella,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.2904252573202456,0,0.9849660835093426,0.7681022581799987,0.9999981164156955,0.4020513661229198,0.9618767143182508,NA,logistic,289,212
Eggerthella,carbohydrate,SDC,carbohydrateSDC,-0.40772306137593256,0,0.6254624727721138,0.5144821108473929,0.9999981164156955,0.7642723793127968,0.999976442700979,NA,logistic,289,212
Eggerthella,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.3994771825678762,0,0.9854868737630682,0.6852127422061565,0.9999981164156955,0.4686157140964816,0.999976442700979,NA,logistic,289,212
Eggerthella,obesity_group,obesity,obesity_groupobesity,0.31103453013687465,0,0.8831009112570892,0.7246828514554259,0.9999981164156955,0.25043522085465353,0.8377788498778611,NA,logistic,289,212
Eisenbergiella,carbohydrate,RDC,carbohydrateRDC,-0.2893086210530695,0,1.330066591583299,0.8278074951765124,0.9999981164156955,0.9703497412826132,0.999976442700979,NA,logistic,289,41
Eisenbergiella,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.7696278595996063,0,1.4558603457157675,0.5970543266395122,0.9999981164156955,0.8376347843200631,0.999976442700979,NA,logistic,289,41
Eisenbergiella,carbohydrate,SDC,carbohydrateSDC,0.568943993305086,0,1.2316342299152132,0.6441226729312425,0.9999981164156955,0.784108416718958,0.999976442700979,NA,logistic,289,41
Eisenbergiella,obesity_group,obesity,obesity_groupobesity,-0.6763798046100674,0,0.8248507946548744,0.41221461919185604,0.9999981164156955,0.40151489518504935,0.9618767143182508,NA,logistic,289,41
Enterobacter,carbohydrate,RDC,carbohydrateRDC,0.04721437510164913,0,128.54304084299537,0.9997069338032814,0.9999981164156955,0.07250944231235468,0.4342036016116298,NA,logistic,289,25
Enterobacter,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.43446052835199067,0,128.54367412805925,0.9973032613995881,0.9999981164156955,0.9973032613995881,0.999976442700979,NA,logistic,289,25
Enterobacter,carbohydrate,SDC,carbohydrateSDC,9.829853209971954,0,101.42969680684784,0.9227955083607846,0.9999981164156955,0.02725997449701528,0.23125545031634626,NA,logistic,289,25
Enterobacter,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-10.08190511157207,0,101.43156714846837,0.9208237563233925,0.9999981164156955,0.9208237563233925,0.999976442700979,NA,logistic,289,25
Enterobacter,timepoint,48H,timepoint48H,13.578255070510385,0,101.44082108332304,0.8935180613512095,0.9999981164156955,3.240914679286742e-4,0.006344713737526737,NA,logistic,289,25
Enterococcus,carbohydrate,RDC,carbohydrateRDC,-0.017032203628327948,0,1.3134102945711026,0.9896533844096883,0.9999981164156955,0.9843277922112071,0.999976442700979,NA,logistic,289,47
Enterococcus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.3957118705995706,0,1.4777215090839126,0.7888647047853982,0.9999981164156955,0.8555547521014408,0.999976442700979,NA,logistic,289,47
Enterococcus,carbohydrate,SDC,carbohydrateSDC,0.46587770075211593,0,1.2491169214689788,0.7091740119425661,0.9999981164156955,0.35824654278768375,0.9351153347637489,NA,logistic,289,47
Enterococcus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.4579456900773585,0,1.4215613691797129,0.7473445525344344,0.9999981164156955,0.12738250351961014,0.6175018503950624,NA,logistic,289,47
Enterococcus,obesity_group,obesity,obesity_groupobesity,0.5831667738401634,0,1.1950918456323394,0.625572391162435,0.9999981164156955,0.8598039657401835,0.999976442700979,NA,logistic,289,47
Enterorhabdus,carbohydrate,RDC,carbohydrateRDC,-0.07585339105911412,0,1.1853666183287077,0.9489769928706904,0.9999981164156955,0.6390686779365443,0.999976442700979,NA,logistic,289,28
Enterorhabdus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.17233063517827626,0,1.8176895512731104,0.924467715130144,0.9999981164156955,0.5924420589082251,0.999976442700979,NA,logistic,289,28
Enterorhabdus,carbohydrate,SDC,carbohydrateSDC,-0.07221372194743579,0,1.1857370677137304,0.9514372814529781,0.9999981164156955,0.7234684493941783,0.999976442700979,NA,logistic,289,28
Enterorhabdus,timepoint,48H,timepoint48H,-1.152346469285654,0,1.4978610744716436,0.44169861733909477,0.9999981164156955,0.6882995661189215,0.999976442700979,NA,logistic,289,28
Erysipelatoclostridium,carbohydrate,RDC,carbohydrateRDC,-0.21953875694874786,0,0.5517178005752245,0.69069021281182,0.9999981164156955,0.5247511033787636,0.999976442700979,NA,logistic,289,118
Erysipelatoclostridium,carbohydrate,SDC,carbohydrateSDC,-0.44517528378982374,0,0.5529830063320134,0.42079467301715445,0.9999981164156955,0.6645211891946949,0.999976442700979,NA,logistic,289,118
Erysipelatoclostridium,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.43547720189100453,0,0.7504570153599925,0.5617240109495208,0.9999981164156955,0.8079141574218243,0.999976442700979,NA,logistic,289,118
Erysipelatoclostridium,obesity_group,obesity,obesity_groupobesity,0.14369013600724537,0,0.5776391937782198,0.8035509736475441,0.9999981164156955,0.6446077383009843,0.999976442700979,NA,logistic,289,118
Escherichia,carbohydrate,RDC,carbohydrateRDC,0.23623150339438662,0,0.5962008890082849,0.691936815366659,0.9999981164156955,0.7136413905029562,0.999976442700979,NA,logistic,289,181
Escherichia,carbohydrate,SDC,carbohydrateSDC,0.26410106114614446,0,0.5968636013186898,0.6581408636161299,0.9999981164156955,0.6949952212746886,0.999976442700979,NA,logistic,289,181
Eubacterium,carbohydrate,SDC,carbohydrateSDC,2.906005840697618,0,5.123412099113973,0.5705774464468613,0.9999981164156955,0.8155962704999017,0.999976442700979,NA,logistic,289,269
Eubacterium,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-3.9598270912846387,0,5.120336311612034,0.43931353850553284,0.9999981164156955,0.18695116319192528,0.7336816609722983,NA,logistic,289,269
f__Christensenellaceae,carbohydrate,RDC,carbohydrateRDC,-0.3029205457806768,0,0.8179723579898758,0.7111358562268506,0.9999981164156955,0.9165575064422052,0.999976442700979,NA,logistic,289,214
f__Christensenellaceae,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.39777702590132547,0,0.9999166396097604,0.6907701071820087,0.9999981164156955,0.7667446720310257,0.999976442700979,NA,logistic,289,214
f__Christensenellaceae,carbohydrate,SDC,carbohydrateSDC,0.33995887019106563,0,0.8677282555053085,0.695220523248161,0.9999981164156955,0.9071094705508752,0.999976442700979,NA,logistic,289,214
f__Coriobacteriaceae,carbohydrate,RDC,carbohydrateRDC,0.3358622041414647,0,0.5513736017929557,0.5424334632820909,0.9999981164156955,0.7248875452399315,0.999976442700979,NA,logistic,289,110
f__Coriobacteriaceae,carbohydrate,SDC,carbohydrateSDC,0.23254523182467174,0,0.5515800499484089,0.6733182202731416,0.9999981164156955,0.8932790147944923,0.999976442700979,NA,logistic,289,110
f__Defluviitaleaceae,carbohydrate,RDC,carbohydrateRDC,-0.39669365497958,0,0.9203911025758001,0.6664643495443356,0.9999981164156955,0.8887539698751168,0.999976442700979,NA,logistic,289,29
f__Defluviitaleaceae,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.7243285106594702,0,1.3018244947639224,0.5779409240059493,0.9999981164156955,0.2729037173914709,0.8627825599519173,NA,logistic,289,29
f__Defluviitaleaceae,carbohydrate,SDC,carbohydrateSDC,-0.1385597028615573,0,0.9037713442311451,0.8781516179575979,0.9999981164156955,0.3730764574571398,0.9380649629902746,NA,logistic,289,29
f__Defluviitaleaceae,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.63627430490603,0,1.2642915666541708,0.6147776315140909,0.9999981164156955,0.8516037268181065,0.999976442700979,NA,logistic,289,29
f__Defluviitaleaceae,timepoint,48H,timepoint48H,-0.32188455292030027,0,1.0207788251019205,0.7525093496287271,0.9999981164156955,0.9012144524692358,0.999976442700979,NA,logistic,289,29
f__Erysipelotrichaceae,carbohydrate,RDC,carbohydrateRDC,-0.06855109025845915,0,0.7133863023059536,0.9234470889454434,0.9999981164156955,0.9006301095127275,0.999976442700979,NA,logistic,289,224
f__Erysipelotrichaceae,carbohydrate,SDC,carbohydrateSDC,0.23111156992478907,0,0.7311425877326356,0.751929307948249,0.9999981164156955,0.9384609317449653,0.999976442700979,NA,logistic,289,224
f__Erysipelotrichaceae,obesity_group,obesity,obesity_groupobesity,-0.3400406164778083,0,0.7002993532046179,0.6272758587267682,0.9999981164156955,0.8602155587364998,0.999976442700979,NA,logistic,289,224
f__Erysipelotrichaceae,timepoint,48H,timepoint48H,0.009801168066448537,0,0.808156545204523,0.9903236458027637,0.9999981164156955,0.9768432027843617,0.999976442700979,NA,logistic,289,224
f__Family.XIII,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.21499043346957683,0,1.2531995735010328,0.8637887800094338,0.9999981164156955,0.7552646399749936,0.999976442700979,NA,logistic,289,190
f__Family.XIII,carbohydrate,SDC,carbohydrateSDC,-0.6805968028232013,0,1.1717685351358345,0.5613559055823298,0.9999981164156955,0.8075913584325021,0.999976442700979,NA,logistic,289,190
f__Family.XIII,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-0.5285617734560578,0,1.287537614414887,0.6814234917575379,0.9999981164156955,0.3725080232780652,0.9380649629902746,NA,logistic,289,190
f__Lachnospiraceae,carbohydrate,RDC,carbohydrateRDC,-10.753666663941022,0,224.4957452022961,0.9617948017142263,0.9999981164156955,0.9985403628239446,0.999976442700979,NA,logistic,289,281
f__Lachnospiraceae,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-0.24509769498440523,0,297.9694651345715,0.9993436923324498,0.9999981164156955,0.6511863877841186,0.999976442700979,NA,logistic,289,281
f__Lachnospiraceae,carbohydrate,SDC,carbohydrateSDC,0.005204696603635959,0,269.9714030309969,0.9999846178261222,0.9999981164156955,0.999840581236394,0.999976442700979,NA,logistic,289,281
f__Lachnospiraceae,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,-10.969947641526366,0,333.5746092911085,0.9737654659649619,0.9999981164156955,0.29155400299153145,0.8770115394723557,NA,logistic,289,281
f__Lachnospiraceae,obesity_group,obesity,obesity_groupobesity,-0.4721786177454586,0,0.7389933113233758,0.5228564793196508,0.9999981164156955,0.7723340606727612,0.999976442700979,NA,logistic,289,281
f__Lachnospiraceae,timepoint,48H,timepoint48H,-0.10256216149127118,0,297.96803833805205,0.9997253639550839,0.9999981164156955,0.5541974303449455,0.999976442700979,NA,logistic,289,281
