parameter,entity,estimate,std.error,p.val.adj,s_var,engine
carbohydrateRDC,Actinomyces,-1.3451558958260925,1.2168003002712018,0.7118235146925027,0.05,blmm
carbohydrateSDC,Actinomyces,-0.08843857465529269,1.219854421680407,1,0.05,blmm
timepoint48H,Actinomyces,-3.1870188951072174,1.3684362177070997,0.4774329154970744,0.05,blmm
obesity_groupobesity,Actinomyces,-0.840754945753051,0.7978760707384198,0.845809274404193,0.05,blmm
carbohydrateRDC:timepoint48H,Actinomyces,3.1957919907770367,1.6485734007450095,0.40310890309514835,0.05,blmm
carbohydrateSDC:timepoint48H,Actinomyces,1.2484925808906673,1.6468620543468273,0.9183199513397584,0.05,blmm
carbohydrateRDC,Adlercreutzia,-0.8102533102393488,1.3890227002276108,0.7856970753264894,0.05,blmm
carbohydrateSDC,Adlercreutzia,-0.531315019283554,1.3924400753453523,1,0.05,blmm
timepoint48H,Adlercreutzia,-1.683010198058364,1.5628802359620602,0.9507284246608032,0.05,blmm
obesity_groupobesity,Adlercreutzia,-2.960127249607214,1.1031365830875162,0.22622264543888487,0.05,blmm
carbohydrateRDC:timepoint48H,Adlercreutzia,1.4853450015386829,1.8817720886171918,0.6545350862918835,0.05,blmm
carbohydrateSDC:timepoint48H,Adlercreutzia,1.522742983376031,1.879786423425411,0.9171599391486722,0.05,blmm
carbohydrateRDC,Akkermansia,0.06495830448038935,1.4796278339959819,0.9481980040535695,0.05,blmm
carbohydrateSDC,Akkermansia,0.9652524891417033,1.483190593441736,1,0.05,blmm
timepoint48H,Akkermansia,6.91806373116098,1.6658816279521222,4.8020029512453995e-4,0.05,blmm
obesity_groupobesity,Akkermansia,-0.2548079552185042,1.6762751190661402,1,0.05,blmm
carbohydrateRDC:timepoint48H,Akkermansia,-0.24900332148154108,2.004384367958757,0.9633489869839326,0.05,blmm
carbohydrateSDC:timepoint48H,Akkermansia,-1.8224272774727148,2.0022294884573295,1,0.05,blmm
carbohydrateRDC,Alistipes,-0.6340768133613918,1.381235179653439,0.8385948049367551,0.05,blmm
carbohydrateSDC,Alistipes,0.2929110725400755,1.3847478880655488,1,0.05,blmm
timepoint48H,Alistipes,9.87901894244576,1.5529101524948694,2.0963920688028131e-7,0.05,blmm
obesity_groupobesity,Alistipes,-0.6680921166127586,0.8124722290513853,0.9246652057524202,0.05,blmm
carbohydrateRDC:timepoint48H,Alistipes,0.3217295040724674,1.8714524648296067,0.8789027313761776,0.05,blmm
carbohydrateSDC:timepoint48H,Alistipes,-0.28599245937595946,1.8695301195405203,0.992906645989059,0.05,blmm
carbohydrateRDC,Anaerostipes,-1.1052143573395867,1.301606043361132,0.715036387585161,0.05,blmm
carbohydrateSDC,Anaerostipes,0.04712422951652236,1.3048065169499028,1,0.05,blmm
timepoint48H,Anaerostipes,-2.847694165695681,1.4645400177250287,0.6391401837434563,0.05,blmm
obesity_groupobesity,Anaerostipes,-1.0787039353313157,1.0349848090216769,0.8795469350022982,0.05,blmm
carbohydrateRDC:timepoint48H,Anaerostipes,1.7495774107426398,1.7633410102699234,0.558966416812344,0.05,blmm
carbohydrateSDC:timepoint48H,Anaerostipes,1.8208431935136649,1.7614794939153626,0.9021441772762991,0.05,blmm
carbohydrateRDC,Anaerotruncus,-0.41248551932375177,1.3486091421695772,0.8610586050214452,0.05,blmm
carbohydrateSDC,Anaerotruncus,0.3686543678950423,1.351868923785121,1,0.05,blmm
timepoint48H,Anaerotruncus,6.791361626933778,1.5181843726209665,2.2898373005419007e-4,0.05,blmm
obesity_groupobesity,Anaerotruncus,-1.1323124415030126,1.405226315714966,0.9420306540840311,0.05,blmm
carbohydrateRDC:timepoint48H,Anaerotruncus,-0.9830302302417876,1.8269198165465073,0.9866169711663324,0.05,blmm
carbohydrateSDC:timepoint48H,Anaerotruncus,-1.2562736502946192,1.8249624048340254,0.9996413850006313,0.05,blmm
carbohydrateRDC,Bacteroides,-0.42738461348914775,1.3969295001624145,0.8684167942203425,0.05,blmm
carbohydrateSDC,Bacteroides,0.18508994677626395,1.4003942466159782,1,0.05,blmm
timepoint48H,Bacteroides,14.198568763227957,1.571443408339677,3.145053661945951e-14,0.05,blmm
obesity_groupobesity,Bacteroides,-0.4953946750736586,1.0097796410736404,0.995908114646307,0.05,blmm
carbohydrateRDC:timepoint48H,Bacteroides,1.078792738377338,1.8925361157219354,0.7378994180950177,0.05,blmm
carbohydrateSDC:timepoint48H,Bacteroides,0.6147090092246037,1.8905526353525506,0.9680696977936534,0.05,blmm
carbohydrateRDC,Bifidobacterium,-1.1644203129305606,1.1080899138382005,0.7062614199636783,0.05,blmm
carbohydrateSDC,Bifidobacterium,0.1441766311047306,1.11091159067336,1,0.05,blmm
timepoint48H,Bifidobacterium,0.27034512349419354,1.2457722278881795,1,0.05,blmm
obesity_groupobesity,Bifidobacterium,-0.8342332620830779,0.6413507113488018,0.797817717187765,0.05,blmm
carbohydrateRDC:timepoint48H,Bifidobacterium,4.31299410594916,1.501371241470654,0.20583941658740798,0.05,blmm
carbohydrateSDC:timepoint48H,Bifidobacterium,3.2542272407786568,1.4998308170150618,0.6669096538750898,0.05,blmm
carbohydrateRDC,Blautia,-1.3816172528890094,1.133215956216719,0.7061560520732171,0.05,blmm
carbohydrateSDC,Blautia,0.05341803145338666,1.1361710420282536,1,0.05,blmm
timepoint48H,Blautia,-0.3013177611415997,1.273448761092797,1,0.05,blmm
obesity_groupobesity,Blautia,-0.06994055875685778,0.5685318882221684,1,0.05,blmm
carbohydrateRDC:timepoint48H,Blautia,2.4012257288939534,1.5355734526815927,0.4557165584391898,0.05,blmm
carbohydrateSDC:timepoint48H,Blautia,1.7182433760760698,1.5340262346643705,0.8992823728988625,0.05,blmm
carbohydrateRDC,Clostridium,-1.1419437132170833,1.3125299756216233,0.7299534748396409,0.05,blmm
carbohydrateSDC,Clostridium,-0.24707365395113084,1.3157007283604931,1,0.05,blmm
timepoint48H,Clostridium,7.647662926293331,1.477594093835741,5.014905594804409e-6,0.05,blmm
obesity_groupobesity,Clostridium,-0.280890516555742,1.3794536523702887,1,0.05,blmm
carbohydrateRDC:timepoint48H,Clostridium,1.7717671372785497,1.7780413686261647,0.5606389957321151,0.05,blmm
carbohydrateSDC:timepoint48H,Clostridium,0.5273290742674291,1.7761353784108709,0.974816333572703,0.05,blmm
carbohydrateRDC,Collinsella,-2.034947244638631,1.536203294007971,0.7069918603155029,0.05,blmm
carbohydrateSDC,Collinsella,-1.0775689407981568,1.5399302346070876,1,0.05,blmm
timepoint48H,Collinsella,2.75569336522036,1.7291678190739552,0.3439945631987946,0.05,blmm
obesity_groupobesity,Collinsella,0.8363457105974763,1.486126887917675,1,0.05,blmm
carbohydrateRDC:timepoint48H,Collinsella,4.571187728751665,2.0810707800550325,0.378243286239953,0.05,blmm
carbohydrateSDC:timepoint48H,Collinsella,3.392830930385169,2.0788483123454555,0.8293232602768597,0.05,blmm
carbohydrateRDC,Coprococcus,-1.073670115772508,1.4561057429473472,0.7438334839337336,0.05,blmm
carbohydrateSDC,Coprococcus,-0.1388900807139713,1.4597251760756609,1,0.05,blmm
timepoint48H,Coprococcus,-0.241459099295874,1.6379249397708295,1,0.05,blmm
obesity_groupobesity,Coprococcus,-1.2064090617911591,1.031132935120549,0.8311287018300427,0.05,blmm
carbohydrateRDC:timepoint48H,Coprococcus,2.4962197095286465,1.9727225625429954,0.49900955421175497,0.05,blmm
carbohydrateSDC:timepoint48H,Coprococcus,2.3232116964403655,1.9706587502438286,0.8913076326203101,0.05,blmm
carbohydrateRDC,Dialister,-1.4464453292567874,1.454535762632205,0.7404375022784655,0.05,blmm
carbohydrateSDC,Dialister,-0.1262625866331855,1.458069490832736,1,0.05,blmm
timepoint48H,Dialister,0.5870084841894809,1.6371751652731379,0.9479930306880409,0.05,blmm
obesity_groupobesity,Dialister,-1.0567922701666448,1.3785564977761176,0.9594593800608573,0.05,blmm
carbohydrateRDC:timepoint48H,Dialister,2.5726163307641956,1.970445582315007,0.5080567595237194,0.05,blmm
carbohydrateSDC:timepoint48H,Dialister,1.6419193042781595,1.9683437823533194,0.9178158824806333,0.05,blmm
carbohydrateRDC,Dorea,-1.4446072102937033,1.2244511076515674,0.7061560520732171,0.05,blmm
carbohydrateSDC,Dorea,0.021513940641060783,1.2275074017515721,1,0.05,blmm
timepoint48H,Dorea,-1.7173058662289944,1.3772042886257967,0.9851102804047857,0.05,blmm
obesity_groupobesity,Dorea,-1.2792528137771992,0.8324611261843442,0.7751214592914414,0.05,blmm
carbohydrateRDC:timepoint48H,Dorea,2.8982039934083774,1.6589032080403308,0.44043499474578524,0.05,blmm
carbohydrateSDC:timepoint48H,Dorea,1.459199988095961,1.6571736458296673,0.9114098119475877,0.05,blmm
carbohydrateRDC,Eggerthella,-1.4704164938166497,1.230067086753475,0.7152085157931863,0.05,blmm
carbohydrateSDC,Eggerthella,-0.4322167659847114,1.233021951881622,1,0.05,blmm
timepoint48H,Eggerthella,6.011777775679288,1.3850140939452857,1.7465822001636326e-4,0.05,blmm
obesity_groupobesity,Eggerthella,0.4189564888164822,1.479474135067212,1,0.05,blmm
carbohydrateRDC:timepoint48H,Eggerthella,1.462837218186307,1.6663046014369503,0.6030714474695464,0.05,blmm
carbohydrateSDC:timepoint48H,Eggerthella,0.572168586491958,1.6645093990489221,0.9676941365282348,0.05,blmm
carbohydrateRDC,Erysipelatoclostridium,-0.8524973452283365,1.4125908993967031,0.7938911695658687,0.05,blmm
carbohydrateSDC,Erysipelatoclostridium,-0.3774703552227956,1.416037172825228,1,0.05,blmm
timepoint48H,Erysipelatoclostridium,0.887864363213503,1.5897671123087462,0.9118992835630589,0.05,blmm
obesity_groupobesity,Erysipelatoclostridium,0.502487873346453,1.2519650674317002,1,0.05,blmm
carbohydrateRDC:timepoint48H,Erysipelatoclostridium,1.1380305114813372,1.913648357665732,0.7214957734881723,0.05,blmm
carbohydrateSDC:timepoint48H,Erysipelatoclostridium,0.9135539481445125,1.9116145639858575,0.9482201617729221,0.05,blmm
carbohydrateRDC,Escherichia,-0.5110952496060731,1.4127626041598256,0.848369739617061,0.05,blmm
carbohydrateSDC,Escherichia,0.38592543582168154,1.4162032774868112,1,0.05,blmm
timepoint48H,Escherichia,11.86194821837403,1.5900418188502943,9.092727401456094e-11,0.05,blmm
obesity_groupobesity,Escherichia,-0.2648993418906737,1.2874944231029297,0.9996946184705454,0.05,blmm
carbohydrateRDC:timepoint48H,Escherichia,2.512459956754943,1.9138704949090999,0.5052576021823816,0.05,blmm
carbohydrateSDC:timepoint48H,Escherichia,1.749683692186157,1.9118333783944632,0.915628053606901,0.05,blmm
carbohydrateRDC,Eubacterium,-1.3732082437869726,1.2822641820442178,0.7063808152893438,0.05,blmm
carbohydrateSDC,Eubacterium,0.04494130355329645,1.2855199929321233,1,0.05,blmm
timepoint48H,Eubacterium,-1.892886494190454,1.441685450467561,0.9784581458422518,0.05,blmm
obesity_groupobesity,Eubacterium,-1.1690301049632346,0.7633932682895325,0.7738253941853828,0.05,blmm
carbohydrateRDC:timepoint48H,Eubacterium,1.8667816184324666,1.7373441462609736,0.531300748035979,0.05,blmm
carbohydrateSDC:timepoint48H,Eubacterium,1.2321387386005729,1.7355573336163914,0.9276272371391773,0.05,blmm
carbohydrateRDC,Faecalibacterium,-0.609827141783432,1.4226666810527095,0.8285576883224727,0.05,blmm
carbohydrateSDC,Faecalibacterium,0.6970620032498555,1.426146981914898,1,0.05,blmm
timepoint48H,Faecalibacterium,0.2090580177096867,1.60098069661794,0.9975098496410719,0.05,blmm
obesity_groupobesity,Faecalibacterium,0.6774003116736138,1.209212021046371,1,0.05,blmm
carbohydrateRDC:timepoint48H,Faecalibacterium,3.4852958960410425,1.92731468165039,0.4330535684520162,0.05,blmm
carbohydrateSDC:timepoint48H,Faecalibacterium,3.4275003935998516,1.9252711768366824,0.7828604281589914,0.05,blmm
carbohydrateRDC,Flavonifractor,-0.6979760869686131,1.322898324240227,0.8119649514980994,0.05,blmm
carbohydrateSDC,Flavonifractor,0.03370696790929938,1.3261931539672218,1,0.05,blmm
timepoint48H,Flavonifractor,10.345439776556015,1.4880261747120267,2.942822457585245e-8,0.05,blmm
obesity_groupobesity,Flavonifractor,-0.8846304244898874,0.9309227368971004,0.885983839950964,0.05,blmm
carbohydrateRDC:timepoint48H,Flavonifractor,0.20368840667868696,1.7922680848347738,0.8978845350472591,0.05,blmm
carbohydrateSDC:timepoint48H,Flavonifractor,-0.5696130235354858,1.7903958469194483,0.9948278963490715,0.05,blmm
carbohydrateRDC,Fusicatenibacter,-0.7813496692523402,1.2951393052237476,0.7643232413443809,0.05,blmm
carbohydrateSDC,Fusicatenibacter,0.47300460482773976,1.2982728479169678,1,0.05,blmm
timepoint48H,Fusicatenibacter,-2.4280680503165732,1.4579487549743373,0.7883118049188409,0.05,blmm
obesity_groupobesity,Fusicatenibacter,1.0322221913131857,1.328188410688145,1,0.05,blmm
carbohydrateRDC:timepoint48H,Fusicatenibacter,2.699668835084197,1.75449094729429,0.4620282758038995,0.05,blmm
carbohydrateSDC:timepoint48H,Fusicatenibacter,4.37368196594438,1.75261270786333,0.5309814076204811,0.05,blmm
carbohydrateRDC,Gordonibacter,-1.1053029152249985,1.3464596381050267,0.7480257286436394,0.05,blmm
carbohydrateSDC,Gordonibacter,-0.7156401019229889,1.3497470337959405,1,0.05,blmm
timepoint48H,Gordonibacter,0.7399687605549086,1.5153098024926048,0.9192992441785756,0.05,blmm
obesity_groupobesity,Gordonibacter,-1.597047483241379,1.1825017777949545,0.7897185224086084,0.05,blmm
carbohydrateRDC:timepoint48H,Gordonibacter,2.024804972838477,1.8240642321172986,0.5506826488670112,0.05,blmm
carbohydrateSDC:timepoint48H,Gordonibacter,2.073862427236556,1.822126878167213,0.8832313280789663,0.05,blmm
carbohydrateRDC,Holdemanella,-1.745590205110724,1.4547194717201275,0.7160986496410975,0.05,blmm
carbohydrateSDC,Holdemanella,-0.2156280739714464,1.4581985533649555,1,0.05,blmm
timepoint48H,Holdemanella,1.8215365193863582,1.6382127313433241,0.6387119206550592,0.05,blmm
obesity_groupobesity,Holdemanella,0.5186448373701154,2.0107154717398,1,0.05,blmm
carbohydrateRDC:timepoint48H,Holdemanella,4.0636562273834675,1.970604762630456,0.3822274996509178,0.05,blmm
carbohydrateSDC:timepoint48H,Holdemanella,2.780649921349132,1.9684732056084813,0.8318037271449787,0.05,blmm
carbohydrateRDC,Holdemania,-0.6100311751929662,1.2879959188151178,0.8330594408089769,0.05,blmm
carbohydrateSDC,Holdemania,0.3275003198934445,1.291204222375693,1,0.05,blmm
timepoint48H,Holdemania,6.205522360806204,1.4487581355803834,0.001151682863775703,0.05,blmm
obesity_groupobesity,Holdemania,-0.08637070271229298,0.9008268268960874,0.9979263190225439,0.05,blmm
carbohydrateRDC:timepoint48H,Holdemania,1.953783729355179,1.7449825207064458,0.5638961168791546,0.05,blmm
carbohydrateSDC:timepoint48H,Holdemania,0.8538437246601122,1.743159952293576,0.9439099012247161,0.05,blmm
carbohydrateRDC,Intestinibacter,-1.0266134447412343,1.3377612591125683,0.7441144488028225,0.05,blmm
carbohydrateSDC,Intestinibacter,0.06215261949564385,1.3409935807273958,1,0.05,blmm
timepoint48H,Intestinibacter,2.373554925561911,1.5059895491800417,0.35416656332147234,0.05,blmm
obesity_groupobesity,Intestinibacter,-1.863488238239878,1.4009613271948185,0.7954134108803824,0.05,blmm
carbohydrateRDC:timepoint48H,Intestinibacter,1.808807577475168,1.8122223902831485,0.5602786113740572,0.05,blmm
carbohydrateSDC:timepoint48H,Intestinibacter,0.42902582927936866,1.8102800847635168,0.982328212640136,0.05,blmm
carbohydrateRDC,Lachnoclostridium,-1.1899439465258084,1.2121062438100902,0.7067222336364712,0.05,blmm
carbohydrateSDC,Lachnoclostridium,-0.03381765254478467,1.2152661090028012,1,0.05,blmm
timepoint48H,Lachnoclostridium,2.648762069485862,1.3621204127532869,0.18676974208166733,0.05,blmm
obesity_groupobesity,Lachnoclostridium,0.11547507752096114,0.6143453385967057,1,0.05,blmm
carbohydrateRDC:timepoint48H,Lachnoclostridium,0.45761495804333174,1.6424736230077865,0.8901418731446683,0.05,blmm
carbohydrateSDC:timepoint48H,Lachnoclostridium,-0.1465288184324906,1.6408180556715488,1,0.05,blmm
carbohydrateRDC,Lactococcus,-1.1335570397883026,1.268659895586785,0.7357586085448935,0.05,blmm
carbohydrateSDC,Lactococcus,-0.6714266687729538,1.271803887921768,1,0.05,blmm
timepoint48H,Lactococcus,-1.9551098316545639,1.427185289602067,0.8640101992983952,0.05,blmm
obesity_groupobesity,Lactococcus,0.5248514423554864,0.9304615207151926,1,0.05,blmm
carbohydrateRDC:timepoint48H,Lactococcus,2.4433288560126254,1.7187541949294023,0.4872353136791893,0.05,blmm
carbohydrateSDC:timepoint48H,Lactococcus,2.1995626858861494,1.7169514935992447,0.8548742662520936,0.05,blmm
carbohydrateRDC,Marvinbryantia,-1.31735027771974,1.429368395018549,0.7204370718127323,0.05,blmm
carbohydrateSDC,Marvinbryantia,-0.27448115268298834,1.4328868543997293,1,0.05,blmm
timepoint48H,Marvinbryantia,-3.959789975391949,1.6082499957825958,0.4220463976846869,0.05,blmm
