feature,metadata,value,name,coef,null_hypothesis,stderr,pval_individual,qval_individual,pval_joint,qval_joint,error,model,N,N_not_zero
Ruminiclostridium,obesity_group,obesity,obesity_groupobesity,0.6813954075153551,0,0.5176433787984835,0.2100399806814425,0.8529226117095119,0.37596316787822404,0.9380649629902746,NA,linear,289,225
Senegalimassilia,timepoint,48H,timepoint48H,1.803187496308629,0,1.4180462436716919,0.20743218725880716,0.8529226117095119,0.37183626220664134,0.9380649629902746,NA,linear,289,84
Slackia,timepoint,48H,timepoint48H,1.8926188961317854,0,1.4727456593313202,0.20272094006626398,0.8529226117095119,0.1675388426128188,0.7093404816207732,NA,linear,289,88
Clostridium,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.5850427372374312,0,1.2726553315048805,0.21429572978634817,0.8571829191453927,0.38266879976803236,0.940866899275942,NA,linear,289,239
Marvinbryantia,timepoint,48H,timepoint48H,-1.5857147854736229,0,1.2945573918134634,0.22268437450874723,0.8832207258996726,1.255160801204119e-4,0.0029039856718768024,NA,linear,289,148
Adlercreutzia,carbohydrate,SDC,carbohydrateSDC,0.997747382776722,0,0.8216454675287195,0.22702795927850236,0.8855032436588889,0.40251422426284367,0.9618767143182508,NA,linear,289,136
Eggerthella,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.4869437702105577,0,1.2261773497529433,0.22672861563544172,0.8855032436588889,0.4020513661229198,0.9618767143182508,NA,linear,289,212
Eisenbergiella,obesity_group,obesity,obesity_groupobesity,2.5538627411787664,0,1.996410698263262,0.2263818094079287,0.8855032436588889,0.40151489518504935,0.9618767143182508,NA,linear,289,41
Phascolarctobacterium,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,4.207949199691306,0,3.457023782224678,0.22947223508239348,0.8913384337911151,0.4062869634910776,0.9663554412007407,NA,linear,289,55
Collinsella,timepoint,48H,timepoint48H,1.2785528506751644,0,1.0727066575112145,0.23458976792864683,0.8971954473452687,0.4141471766404775,0.9721802284873706,NA,linear,289,237
Faecalibacterium,obesity_group,obesity,obesity_groupobesity,1.0047232095166703,0,0.8030766624118139,0.23253541102699898,0.8971954473452687,0.41099810467250264,0.9721802284873706,NA,linear,289,256
Succiniclasticum,carbohydrate,RDC,carbohydrateRDC,-1.2623837716771782,0,1.0287093494517339,0.2347979574967405,0.8971954473452687,0.41446583414883975,0.9721802284873706,NA,linear,289,30
Bilophila,obesity_group,obesity,obesity_groupobesity,1.2811814821783052,0,1.0176659761860738,0.24036813594446363,0.9110727733378864,0.4229594311115108,0.9783047915843811,NA,linear,289,55
Lactococcus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7602538717893317,0,1.4952572091518999,0.24165774646685415,0.9122822557383249,0.42491702650626995,0.9783047915843811,NA,linear,289,118
Marvinbryantia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.8604196244344682,0,1.590116369916163,0.24409588934035598,0.9144684614212931,0.4286089754878526,0.9783047915843811,NA,linear,289,148
Intestinibacter,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.4474696003081677,0,1.2485849001143705,0.24770515775234908,0.9167041271149927,0.43405247032758176,0.9849144782664006,NA,linear,289,224
Lachnospira,obesity_group,obesity,obesity_groupobesity,1.6800283947909398,0,1.405320784144178,0.24588374521773013,0.9167041271149927,0.05105799270015123,0.356007099785986,NA,linear,289,27
Romboutsia,obesity_group,obesity,obesity_groupobesity,-0.9110142088925497,0,0.7553549423741305,0.24733559018854814,0.9167041271149927,0.28151738845816976,0.8693400324782442,NA,linear,289,263
Blautia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.233815677429102,0,1.0714680687197362,0.2505511434536517,0.9186546175427196,0.43832641142137097,0.9849144782664006,NA,linear,289,285
Catenibacterium,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,3.84486320246664,0,3.3122873966280553,0.25116408160476483,0.9186546175427196,0.4392447673211649,0.9849144782664006,NA,linear,289,59
Ruminiclostridium,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.3178742911824735,0,1.1417312854070654,0.24971580361800627,0.9186546175427196,0.4370736246594258,0.9849144782664006,NA,linear,289,225
Eubacterium,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.250891199594906,0,1.1210508261985446,0.26557532594460187,0.9420407788223614,0.1442684888964707,0.6573119259572299,NA,linear,289,269
f__Christensenellaceae,obesity_group,obesity,obesity_groupobesity,0.8818887760699644,0,0.7538747284332932,0.2633766957910324,0.9420407788223614,0.29718657361016476,0.8794649184161271,NA,linear,289,214
Paenibacillus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-1.3490157321165221,0,1.2061395543325706,0.2653582769949067,0.9420407788223614,0.46030153882010805,0.999976442700979,NA,linear,289,155
Peptoniphilus,obesity_group,obesity,obesity_groupobesity,1.634019225878384,0,1.4060928042082743,0.2655554963586093,0.9420407788223614,0.28180963724736796,0.8693400324782442,NA,linear,289,67
Eggerthella,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.341486825257313,0,1.2152988955456225,0.271038899595103,0.9436169097014697,0.4686157140964816,0.999976442700979,NA,linear,289,212
Lactococcus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.6729743085652446,0,1.5122221462566907,0.2709999583116866,0.9436169097014697,0.4685589392184374,0.999976442700979,NA,linear,289,118
Prevotella,carbohydrate,RDC,carbohydrateRDC,1.2236128735368834,0,1.0871075873580764,0.27722715305764173,0.9545550325061657,0.47759941172283826,0.999976442700979,NA,linear,289,24
Catenibacterium,timepoint,48H,timepoint48H,-3.0140847848804526,0,2.772090441714129,0.2822729636972644,0.9552935256721912,0.4848679013600917,0.999976442700979,NA,linear,289,59
Coprococcus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.3552123803655027,0,1.2632410963207923,0.28455551828533354,0.9552935256721912,0.48813919358403224,0.999976442700979,NA,linear,289,235
Peptococcus,timepoint,48H,timepoint48H,-2.3008280351932435,0,2.0981494188933065,0.28076655287963614,0.9552935256721912,0.4827032485433588,0.999976442700979,NA,linear,289,40
Eisenbergiella,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,4.273541171072614,0,3.9312205489043572,0.2861194746085121,0.9568598366250995,0.24190143995961633,0.824378019428919,NA,linear,289,41
Methanobrevibacter,obesity_group,obesity,obesity_groupobesity,-1.9726626363092388,0,1.5277110936688247,0.28705795098752984,0.9568598366250995,0.4917136347499004,0.999976442700979,NA,linear,289,57
Lactobacillus,timepoint,48H,timepoint48H,-2.5242513844822296,0,2.3583375039747243,0.28981201475187157,0.9623333447206346,0.4956330256092041,0.999976442700979,NA,linear,289,63
Parvimonas,obesity_group,obesity,obesity_groupobesity,3.934777306033054,0,1.9928313457720477,0.29690524089217873,0.9724422523994705,0.34616537823822335,0.9351153347637489,NA,linear,289,13
Coprobacillus,timepoint,48H,timepoint48H,2.4435135757661097,0,2.2689596842337854,0.300202991993954,0.9798292099802666,0.08790174616805124,0.47993769013069915,NA,linear,289,23
Adlercreutzia,carbohydrate,RDC,carbohydrateRDC,0.761810447193507,0,0.8056488003558971,0.3462950862379449,0.9806265543621827,0.5726698857233441,0.999976442700979,NA,linear,289,136
Alistipes,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.192807741585772,0,2.132080231447251,0.3060217112869449,0.9806265543621827,0.3566769018390399,0.9351153347637489,NA,linear,289,129
Anaerococcus,obesity_group,obesity,obesity_groupobesity,1.0976759486201553,0,1.079277651105656,0.3339037962665432,0.9806265543621827,0.5563158473718772,0.999976442700979,NA,linear,289,57
Bacteroides,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.999081834906977,0,2.023205189706209,0.32465606147796766,0.9806265543621827,0.5439105647015494,0.999976442700979,NA,linear,289,173
Carnobacterium,obesity_group,obesity,obesity_groupobesity,3.973435425873463,0,4.039316473956713,0.3529054659495145,0.9806265543621827,0.3529054659495145,0.9351153347637489,NA,linear,289,50
Dialister,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.021087415102758,0,1.978089320651446,0.3110968784189022,0.9806265543621827,0.5254124890758192,0.999976442700979,NA,linear,289,76
Enterobacter,obesity_group,obesity,obesity_groupobesity,2.622040515391683,0,2.3297953940434537,0.33790653196338055,0.9806265543621827,0.5616322395832419,0.999976442700979,NA,linear,289,25
Erysipelatoclostridium,carbohydrate,RDC,carbohydrateRDC,0.9067185567690752,0,0.8897849333119585,0.31061701745601794,0.9806265543621827,0.5247511033787636,0.999976442700979,NA,linear,289,118
f__Coriobacteriaceae,timepoint,48H,timepoint48H,1.4788792870112193,0,1.543185100772511,0.3401866444541336,0.9806265543621827,0.11004973612476343,0.5580100338449901,NA,linear,289,110
f__Erysipelotrichaceae,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.0510390175027062,0,1.1030818418329262,0.34179800314882514,0.9806265543621827,0.41856971481882055,0.9773026827650444,NA,linear,289,224
f__Lachnospiraceae,timepoint,48H,timepoint48H,0.9036039994144268,0,0.930350309482084,0.33231551638887513,0.9806265543621827,0.5541974303449455,0.999976442700979,NA,linear,289,281
f__Ruminococcaceae,obesity_group,obesity,obesity_groupobesity,0.35784065645865454,0,0.38043313456782973,0.3477530112609949,0.9806265543621827,0.05548112603573931,0.36204991220758087,NA,linear,289,274
Finegoldia,carbohydrate,SDC,carbohydrateSDC,-2.3948483591144836,0,2.5073266441945363,0.3466266705981207,0.9806265543621827,0.5731032924263033,0.999976442700979,NA,linear,289,45
Fusicatenibacter,timepoint,48H,timepoint48H,-1.1734251311406656,0,1.1591395203433208,0.3124124089517985,0.9806265543621827,0.14162930473620527,0.6562340789897076,NA,linear,289,256
Hungatella,timepoint,48H,timepoint48H,2.2799228486564025,0,2.265998073003679,0.3198271889849758,0.9806265543621827,0.001459376048288446,0.02473937697513902,NA,linear,289,61
Intestinibacter,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.1727621652745486,0,1.248713012556933,0.3487611721378674,0.9806265543621827,0.5758879890847557,0.999976442700979,NA,linear,289,224
Lachnoclostridium,obesity_group,obesity,obesity_groupobesity,0.4329021502707756,0,0.43737548209209787,0.33854615220061257,0.9806265543621827,0.5624788072313849,0.999976442700979,NA,linear,289,279
Marvinbryantia,carbohydrate,RDC,carbohydrateRDC,0.8125535998432016,0,0.8656549259299523,0.34960950445514105,0.9806265543621827,0.5547400762090866,0.999976442700979,NA,linear,289,148
Parabacteroides,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.6155023218816154,0,2.6712254553799912,0.32929589592908226,0.9806265543621827,0.4449211147388641,0.9932668745705343,NA,linear,289,149
Parvimonas,carbohydrate,SDC,carbohydrateSDC,-1.4422754146034305,0,1.2600849922569914,0.31681424511720524,0.9806265543621827,0.5332572243252258,0.999976442700979,NA,linear,289,13
Peptococcus,carbohydrate,RDC,carbohydrateRDC,-1.117018604912869,0,1.1294804018094293,0.3326281832978901,0.9806265543621827,0.5546148582717254,0.999976442700979,NA,linear,289,40
Peptoniphilus,timepoint,48H,timepoint48H,3.587247342492799,0,3.4963288777124517,0.3092833557592482,0.9806265543621827,0.0015067204051656378,0.02473937697513902,NA,linear,289,67
Roseburia,carbohydrate,RDC,carbohydrateRDC,0.9322488557204353,0,0.9160769332671398,0.31013284819180337,0.9806265543621827,0.5240833128560465,0.999976442700979,NA,linear,289,205
Roseburia,obesity_group,obesity,obesity_groupobesity,0.45795447089414143,0,0.475043756353117,0.3509665662097815,0.9806265543621827,0.449040579488275,0.998085829517607,NA,linear,289,205
Sarcina,timepoint,48H,timepoint48H,1.8957309517258063,0,1.688614627865913,0.342241756108335,0.9806265543621827,0.5673540925925531,0.999976442700979,NA,linear,289,13
Senegalimassilia,carbohydrate,RDC,carbohydrateRDC,1.3292724788736183,0,1.308327083509871,0.3129099896765704,0.9806265543621827,0.5279073177137493,0.999976442700979,NA,linear,289,84
Subdoligranulum,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.0516521222524235,0,1.0848432256857734,0.3332449992997176,0.9806265543621827,0.11740167406828074,0.5858573735368127,NA,linear,289,281
o__Clostridiales,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.2528604590410002,0,1.3480613735714813,0.35477725132655,0.9808547536675206,0.583687604594278,0.999976442700979,NA,linear,289,128
Akkermansia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.418113965944382,0,1.5346266434322742,0.35670607519721864,0.98329533925333,0.29237509744655155,0.8770115394723557,NA,linear,289,195
Akkermansia,carbohydrate,SDC,carbohydrateSDC,-1.1181684751417196,0,1.2374738761513264,0.36742918930494595,0.9866076119747256,0.4685471300912707,0.999976442700979,NA,linear,289,195
Coprobacillus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.8679106736394275,0,3.0626129285875057,0.36538560003361653,0.9866076119747256,0.5972645633553071,0.999976442700979,NA,linear,289,23
Enterorhabdus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,-1.2370277753554049,0,1.3263487709030501,0.3615973519072976,0.9866076119747256,0.5924420589082251,0.999976442700979,NA,linear,289,28
f__Christensenellaceae,timepoint,48H,timepoint48H,0.9631771683994144,0,1.0741014414759693,0.37095535249102785,0.9866076119747256,0.36874389399894614,0.9380649629902746,NA,linear,289,214
Lachnospira,carbohydrate,SDC,carbohydrateSDC,1.4381808803405907,0,1.571196401769847,0.3709174960329429,0.9866076119747256,0.6042552032025376,0.999976442700979,NA,linear,289,27
Lactococcus,carbohydrate,RDC,carbohydrateRDC,0.7130513799961931,0,0.79408402470942,0.37140273119511524,0.9866076119747256,0.6048654736510395,0.999976442700979,NA,linear,289,118
Methanobrevibacter,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.531659286252039,0,2.7551933906748958,0.3637919379666299,0.9866076119747256,0.5952393018037435,0.999976442700979,NA,linear,289,57
Sarcina,carbohydrate,RDC,carbohydrateRDC,-1.571352162625279,0,1.4623831649338876,0.3602776277238014,0.9866076119747256,0.5907552864093126,0.999976442700979,NA,linear,289,13
Solobacterium,obesity_group,obesity,obesity_groupobesity,-1.63424608720307,0,1.7282423875835442,0.3718449807177101,0.9866076119747256,0.4015991787232186,0.9618767143182508,NA,linear,289,51
Succiniclasticum,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.2097268429081773,0,1.3304043225681685,0.37490829257600944,0.9866076119747256,0.6092603573097601,0.999976442700979,NA,linear,289,30
Turicibacter,carbohydrate,SDC,carbohydrateSDC,-0.8068963832741847,0,0.9082376180702942,0.3754846891703837,0.9866076119747256,0.6099806265393877,0.999976442700979,NA,linear,289,202
Dialister,carbohydrate,SDC,carbohydrateSDC,1.1417685471806334,0,1.3025952434719028,0.38435613518298095,0.9898486769095948,0.6209826317131639,0.999976442700979,NA,linear,289,76
Negativicoccus,obesity_group,obesity,obesity_groupobesity,0.9209792356468789,0,1.0327186327299767,0.3891137449617692,0.9923706492335255,0.3891137449617692,0.9476502209834474,NA,linear,289,59
Senegalimassilia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.5181721827978225,0,1.7765240681383156,0.39552580469980114,0.9967674434793916,0.6346109472161772,0.999976442700979,NA,linear,289,84
Actinomyces,carbohydrate,RDC,carbohydrateRDC,0.20448117545931102,0,0.7568415508677522,0.7874397512795507,0.9999981164156955,0.5772072864377491,0.999976442700979,NA,linear,289,141
Actinomyces,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.2912054305808119,0,1.4206062652714129,0.8378935446840152,0.9999981164156955,0.713879778250526,0.999976442700979,NA,linear,289,141
Actinomyces,carbohydrate,SDC,carbohydrateSDC,-0.20577186517664794,0,0.7475522324181285,0.7835398251921728,0.9999981164156955,0.9242688164927229,0.999976442700979,NA,linear,289,141
Actinomyces,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.7212010343031489,0,1.5420096939302743,0.6407574462851677,0.9999981164156955,0.7297786482185002,0.999976442700979,NA,linear,289,141
Adlercreutzia,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.6950756192227432,0,1.3279330660713726,0.601663042257016,0.9999981164156955,0.65368015609157,0.999976442700979,NA,linear,289,136
Adlercreutzia,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.8985234926138652,0,1.3242295902265657,0.49877617545530695,0.9999981164156955,0.7487746777087907,0.999976442700979,NA,linear,289,136
Adlercreutzia,obesity_group,obesity,obesity_groupobesity,-0.30061800086323004,0,0.8496810145979992,0.7294000306947883,0.9999981164156955,0.002985748604476779,0.0446984129317259,NA,linear,289,136
Adlercreutzia,timepoint,48H,timepoint48H,-0.44730016427391994,0,1.072171484749696,0.6772831880774426,0.9999981164156955,0.009102122343311906,0.10529500619876728,NA,linear,289,136
Akkermansia,carbohydrate,RDC,carbohydrateRDC,-0.5214451509768626,0,1.2431673041203044,0.6753911213048338,0.9999981164156955,0.6164198890212402,0.999976442700979,NA,linear,289,195
Akkermansia,obesity_group,obesity,obesity_groupobesity,0.25694928293694996,0,0.6357182972624941,0.6939312223772265,0.9999981164156955,0.9063219033645011,0.999976442700979,NA,linear,289,195
Alistipes,carbohydrate,RDC,carbohydrateRDC,0.09206632125060121,0,2.0882688465464976,0.9649154340375906,0.9999981164156955,0.9497193105962078,0.999976442700979,NA,linear,289,129
Alistipes,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.0162053757988987,0,2.184381165720647,0.6427021634533998,0.9999981164156955,0.3548023479575534,0.9351153347637489,NA,linear,289,129
Alistipes,carbohydrate,SDC,carbohydrateSDC,-1.1405330377833094,0,2.041505559642973,0.5775403483566267,0.9999981164156955,0.8215278427333597,0.999976442700979,NA,linear,289,129
Alistipes,obesity_group,obesity,obesity_groupobesity,0.04901475611369778,0,0.7332447895335206,0.947789797826068,0.9999981164156955,0.6561764841500171,0.999976442700979,NA,linear,289,129
Anaerococcus,carbohydrate,RDC,carbohydrateRDC,-0.24539615867303263,0,1.6138805008701844,0.8798753449491545,0.9999981164156955,0.9489618831824348,0.999976442700979,NA,linear,289,57
Anaerococcus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.0851484209678754,0,1.7323791844096006,0.5344690063447642,0.9999981164156955,0.5635795705866279,0.999976442700979,NA,linear,289,57
Anaerococcus,carbohydrate,SDC,carbohydrateSDC,0.07344376224817438,0,1.8856784592074003,0.9691166686481103,0.9999981164156955,0.5594239068573552,0.999976442700979,NA,linear,289,57
Anaerococcus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.876754650410322,0,2.0225118333901,0.6668401355226846,0.9999981164156955,0.7582321746266083,0.999976442700979,NA,linear,289,57
Anaerococcus,timepoint,48H,timepoint48H,0.4653100610181169,0,1.473566870096142,0.7536415917911325,0.9999981164156955,0.0014043002263682337,0.024647890180049346,NA,linear,289,57
Anaerostipes,carbohydrate,RDC,carbohydrateRDC,0.1604159844757657,0,0.92783991776411745,0.8628848578091574,0.9999981164156955,3.2461789823140795e-5,9.719441776458039e-4,NA,linear,289,255
Anaerostipes,carbohydrate,SDC,carbohydrateSDC,0.0675970154827959,0,0.924897359745216,0.9417997269560163,0.9999981164156955,0.8145322293624455,0.999976442700979,NA,linear,289,255
Anaerostipes,obesity_group,obesity,obesity_groupobesity,-0.14965432654802038,0,0.5979114367823406,0.8060472750643194,0.9999981164156955,0.5923209828301546,0.999976442700979,NA,linear,289,255
Anaerotruncus,carbohydrate,RDC,carbohydrateRDC,0.981554769359992,0,2.2165410399253114,0.6591571427318816,0.9999981164156955,0.8201720289574198,0.999976442700979,NA,linear,289,98
Anaerotruncus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.3050552372733355,0,2.4968100122200427,0.6027237126736631,0.9999981164156955,0.026059100985123075,0.22481495595640075,NA,linear,289,98
Anaerotruncus,carbohydrate,SDC,carbohydrateSDC,0.588585141146515,0,2.190960275532909,0.7889630967635874,0.9999981164156955,0.8126701606223949,0.999976442700979,NA,linear,289,98
Anaerotruncus,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7416734430123948,0,2.4571008736279567,0.48068103216727,0.9999981164156955,0.0371817409993997,0.28675009346506736,NA,linear,289,98
Anaerotruncus,obesity_group,obesity,obesity_groupobesity,-0.4302749982657716,0,1.4357568183576983,0.7727426319746113,0.9999981164156955,0.6286486773532631,0.999976442700979,NA,linear,289,98
Anaerotruncus,timepoint,48H,timepoint48H,1.5540806980996307,0,2.1141858095964636,0.4645153313610495,0.9999981164156955,8.267499507377459e-5,0.0021040786246275633,NA,linear,289,98
Bacteroides,carbohydrate,RDC,carbohydrateRDC,-0.8324647914017901,0,1.8583877707739496,0.6548142607962547,0.9999981164156955,0.880846805450364,0.999976442700979,NA,linear,289,173
Bacteroides,carbohydrate,SDC,carbohydrateSDC,0.5128596082357659,0,1.9025028844688536,0.7878498549706066,0.9999981164156955,0.9549923159640072,0.999976442700979,NA,linear,289,173
Bacteroides,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.0252057842179203,0,2.0619465829569465,0.619754373650564,0.9999981164156955,0.7366510320275808,0.999976442700979,NA,linear,289,173
Bacteroides,obesity_group,obesity,obesity_groupobesity,-0.15876338104925436,0,0.8498566812221126,0.8544734473338492,0.9999981164156955,0.956528311963109,0.999976442700979,NA,linear,289,173
Bifidobacterium,carbohydrate,RDC,carbohydrateRDC,0.16957462347625585,0,0.8176128717614123,0.8358542000862382,0.9999981164156955,0.7067984625502,0.999976442700979,NA,linear,289,287
Bifidobacterium,carbohydrate,SDC,carbohydrateSDC,0.15707146910827102,0,0.8150710003104489,0.8473336559319242,0.9999981164156955,0.9766929873888879,0.999976442700979,NA,linear,289,287
Bifidobacterium,obesity_group,obesity,obesity_groupobesity,-0.3743120825634222,0,0.6724543053403106,0.5866660805263332,0.9999981164156955,0.6821575788628199,0.999976442700979,NA,linear,289,287
Bifidobacterium,timepoint,48H,timepoint48H,0.293564238388772,0,0.9149349316357324,0.7485682621189338,0.9999981164156955,0.9367820811861068,0.999976442700979,NA,linear,289,287
Bilophila,carbohydrate,RDC,carbohydrateRDC,0.8558344102341341,0,3.6538386831582828,0.8159548088235637,0.9999981164156955,0.35421970060364205,0.9351153347637489,NA,linear,289,55
Bilophila,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.5041020452440015,0,3.7933838897831054,0.6937571213219806,0.9999981164156955,0.8479801284841344,0.999976442700979,NA,linear,289,55
Bilophila,carbohydrate,SDC,carbohydrateSDC,1.2448922785372234,0,2.5958394786443137,0.6344419931761698,0.9999981164156955,0.8663673436469885,0.999976442700979,NA,linear,289,55
Bilophila,carbohydrate,SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.7127836487256543,0,2.7893673233017644,0.7997600265806148,0.9999981164156955,0.9029700591779597,0.999976442700979,NA,linear,289,55
Bilophila,timepoint,48H,timepoint48H,1.3930168614167242,0,2.2258052710769736,0.534758771374227,0.9999981164156955,0.008861461426325106,0.10489497362789486,NA,linear,289,55
Blautia,carbohydrate,RDC,carbohydrateRDC,-0.007306020670364737,0,0.7918108707581041,0.9926449399878068,0.9999981164156955,0.9926449399878068,0.999976442700979,NA,linear,289,285
Blautia,carbohydrate,SDC,carbohydrateSDC,0.07189310001032662,0,0.7893390424020509,0.9274972888093322,0.9999981164156955,0.9947433568700026,0.999976442700979,NA,linear,289,285
Blautia,timepoint,48H,timepoint48H,-0.22841462192587944,0,0.8847641606204018,0.7964778727247699,0.9999981164156955,0.958578743709365,0.999976442700979,NA,linear,289,285
Catenibacterium,carbohydrate,RDC,carbohydrateRDC,-0.1440514633079648,0,2.1291838013549085,0.9463294723024569,0.9999981164156955,0.984891951474075,0.999976442700979,NA,linear,289,59
Catenibacterium,carbohydrate,SDC,carbohydrateSDC,-0.94198936406273,0,2.0790458749623997,0.6525779794548131,0.9999981164156955,0.8792979396402998,0.999976442700979,NA,linear,289,59
Catenibacterium,obesity_group,obesity,obesity_groupobesity,-0.26037218902360365,0,1.6374344905928382,0.8775202265403684,0.9999981164156955,0.3175667198308615,0.900983315964842,NA,linear,289,59
Christensenella,carbohydrate,RDC,carbohydrateRDC,0.14571714230082236,0,0.5240550880279568,0.7889559142122058,0.9999981164156955,0.7889559142122058,0.999976442700979,NA,linear,289,15
Christensenella,carbohydrate,SDC,carbohydrateSDC,-0.46191847826357274,0,0.5493077713722693,0.4277819199041134,0.9999981164156955,0.4277819199041134,0.9783047915843811,NA,linear,289,15
Clostridium,carbohydrate,RDC,carbohydrateRDC,-0.6331416095680354,0,0.9934880568764873,0.5246006937773723,0.9999981164156955,0.7739954996430443,0.999976442700979,NA,linear,289,239
Clostridium,carbohydrate,SDC,carbohydrateSDC,-0.6265766143988939,0,0.9958580906474589,0.5298869979274639,0.9999981164156955,0.77899376528234765,0.999976442700979,NA,linear,289,239
Clostridium,obesity_group,obesity,obesity_groupobesity,-0.21741855509875452,0,0.8616663717045837,0.8045298629736858,0.9999981164156955,0.9617914255309139,0.999976442700979,NA,linear,289,239
Collinsella,carbohydrate,RDC,carbohydrateRDC,-0.3615561217679843,0,0.9881795039436164,0.7148111346957342,0.9999981164156955,0.6506127884037765,0.999976442700979,NA,linear,289,237
Collinsella,carbohydrate,SDC,carbohydrateSDC,-0.1435003775558356,0,0.9867274214434051,0.884506747922133,0.9999981164156955,0.7344489663341772,0.999976442700979,NA,linear,289,237
Coprobacillus,carbohydrate,RDC,carbohydrateRDC,-0.8335722935480169,0,3.2102247860575215,0.798794689509649,0.9999981164156955,0.6769743222078434,0.999976442700979,NA,linear,289,23
Coprobacillus,carbohydrate,RDC:timepoint48H,carbohydrateRDC:timepoint48H,0.5412728130241782,0,3.512127892336084,0.8795995613329406,0.9999981164156955,0.9855037343687797,0.999976442700979,NA,linear,289,23
Coprobacillus,carbohydrate,SDC,carbohydrateSDC,-1.6354546182255565,0,2.835654756611865,0.5736029799692709,0.9999981164156955,0.6775894846534587,0.999976442700979,NA,linear,289,23
Coprobacillus,obesity_group,obesity,obesity_groupobesity,0.7349065507933209,0,2.9398411788371637,0.8236430561774547,0.9999981164156955,0.4566119946161147,0.999976442700979,NA,linear,289,23
Coprococcus,carbohydrate,RDC,carbohydrateRDC,0.498122782512505,0,0.8961979077573462,0.5789122278744033,0.9999981164156955,0.8226850881663016,0.999976442700979,NA,linear,289,235
Coprococcus,carbohydrate,SDC,carbohydrateSDC,-0.2045244197824565,0,0.8924452231363857,0.8189521275511924,0.9999981164156955,0.9672216678817602,0.999976442700979,NA,linear,289,235
Coprococcus,obesity_group,obesity,obesity_groupobesity,0.24984974756205947,0,0.6765283723712656,0.7181209285118817,0.9999981164156955,0.24050892124990675,0.824378019428919,NA,linear,289,235
Coprococcus,timepoint,48H,timepoint48H,0.27080672853339344,0,1.0489238481378664,0.7965129879160687,0.9999981164156955,0.2724061999677617,0.8627825599519173,NA,linear,289,235
Dialister,carbohydrate,RDC,carbohydrateRDC,-0.5366557108209924,0,1.3178189725510734,0.6853995721234942,0.9999981164156955,0.49874496835135895,0.999976442700979,NA,linear,289,76
Dialister,obesity_group,obesity,obesity_groupobesity,1.0521977123066983,0,1.7646848710343221,0.5665418899947543,0.9999981164156955,0.5610501398373666,0.999976442700979,NA,linear,289,76
